,model,truevals,predvals
116,model_1,0.3896,0.36646158
117,model_1,0.2898,0.31486773
118,model_1,-0.0475,0.010997519
119,model_1,-0.1115,-0.12045643
120,model_1,0.0938,0.33199713
121,model_1,0.1639,0.13990875
122,model_1,0.6244,0.5213219
123,model_1,0.2373,0.2354954
124,model_1,0.3146,0.33629268
125,model_1,0.2164,0.12861297
126,model_1,0.1153,0.13751264
127,model_1,0.2167,0.3875994
128,model_1,-0.0591,0.0502232
129,model_1,0.1402,0.13323112
130,model_1,0.1971,0.22250365
131,model_1,0.3754,0.3799292
132,model_1,0.3665,0.3547376
133,model_1,0.7798,0.7842407
134,model_1,0.3074,0.30140057
135,model_1,0.4226,0.40103436
136,model_1,0.0883,0.1678396
137,model_1,0.4308,0.43251097
138,model_1,0.3496,0.3946113
139,model_1,0.8872,0.8387394
140,model_1,0.0269,0.062869936
141,model_1,0.0201,0.014830366
142,model_1,0.0545,0.044093013
143,model_1,0.408,0.40166798
144,model_1,0.4498,0.35212788
145,model_1,0.5567,0.56968135
146,model_1,0.1679,0.20635149
147,model_1,0.3179,0.33943075
148,model_1,0.2809,0.3058985
149,model_1,0.0747,0.00891225
150,model_1,0.407,0.34375763
151,model_1,0.8929,0.8543161
152,model_1,0.2375,0.24943976
153,model_1,0.0772,0.107860774
154,model_1,-0.0934,-0.097794
155,model_1,0.5798,0.5879322
156,model_1,0.0314,-0.003690511
157,model_1,0.2242,0.14867124
158,model_1,0.0061,-0.011002302
159,model_1,0.3947,0.39615515
160,model_1,0.0621,0.15265024
161,model_1,0.3024,0.29798797
162,model_1,-0.0431,0.0517838
163,model_1,0.1099,0.0033944994
164,model_1,0.1365,0.09274605
165,model_1,0.0725,0.09464277
166,model_1,-0.0899,-0.11371869
167,model_1,0.0829,0.13385545
168,model_1,0.1587,0.14059517
169,model_1,-0.1932,-0.15055773
170,model_1,0.3215,0.37080514
171,model_1,0.2174,0.23825228
172,model_1,0.1512,0.13423708
173,model_1,0.2669,0.34773523
174,model_1,0.8352,0.8190206
175,model_1,0.892,0.8154452
176,model_1,-0.0143,-0.0008225441
177,model_1,0.1767,0.28067335
178,model_1,0.1139,0.11590319
179,model_1,0.6466,0.57291764
180,model_1,-0.0505,-0.037677974
181,model_1,0.7133,0.728957
182,model_1,0.0452,0.06502734
183,model_1,-0.1859,-0.16590473
184,model_1,0.2571,0.330606
185,model_1,0.2027,0.23302035
186,model_1,0.4073,0.30208987
187,model_1,0.5139,0.48830837
188,model_1,-0.0494,0.0074297637
189,model_1,0.112,0.078700185
190,model_1,0.4012,0.39282167
191,model_1,0.3709,0.25046453
192,model_1,-0.0446,-0.026138604
193,model_1,0.6359,0.62737346
194,model_1,0.2515,0.24254806
195,model_1,0.037,0.02915898
196,model_1,0.1999,0.2046766
197,model_1,0.3295,0.31856984
198,model_1,0.0831,0.0056211352
199,model_1,0.0657,0.06911737
200,model_1,-0.0492,-0.062620044
201,model_1,0.1556,0.18584299
202,model_1,0.2235,0.22032237
203,model_1,0.4035,0.3248412
204,model_1,-0.2038,-0.23016948
205,model_1,0.3139,0.24386227
206,model_1,0.6596,0.63130695
207,model_1,0.4091,0.32695824
208,model_1,0.0072,-0.009129822
209,model_1,0.0985,0.105098665
210,model_1,-0.0895,0.019836888
211,model_1,0.0799,0.1769271
212,model_1,0.5198,0.49633646
213,model_1,0.1625,0.13489452
214,model_1,0.0867,0.17244354
215,model_1,0.0994,0.083318144
216,model_1,0.3815,0.41737908
217,model_1,0.5326,0.5458071
218,model_1,0.621,0.5914472
219,model_1,0.2191,0.31914935
220,model_1,0.1298,0.2117362
221,model_1,0.2678,0.19810735
222,model_1,0.0903,0.09107359
223,model_1,0.3403,0.3073067
224,model_1,1.0553,1.0618881
225,model_1,0.1953,0.13149196
226,model_1,0.4376,0.43105668
227,model_1,0.2136,0.1481183
228,model_1,0.7193,0.72502273
229,model_1,0.5463,0.5788977
230,model_1,0.1313,0.04694581
231,model_1,0.2144,0.25526783
232,model_1,0.0857,0.083318785
233,model_1,0.1052,0.15991826
234,model_1,0.0242,0.11694116
235,model_1,0.1174,0.13367885
236,model_1,0.0628,0.35317725
237,model_1,0.1227,0.114944994
238,model_1,0.068,0.08967525
239,model_1,0.4677,0.3865958
240,model_1,0.0784,0.12484686
241,model_1,0.0617,0.09733766
242,model_1,0.0255,-0.0004810393
243,model_1,0.3808,0.37578854
244,model_1,0.2358,0.18596691
245,model_1,-0.1035,-0.11787641
246,model_1,-0.0109,0.050114572
247,model_1,0.1382,0.10508995
248,model_1,0.2491,0.2666134
249,model_1,0.31,0.20686823
250,model_1,0.331,0.39139342
251,model_1,0.0336,0.047298282
252,model_1,0.3975,0.3828042
253,model_1,0.3994,0.2307492
254,model_1,0.0091,-0.00809291
255,model_1,0.1408,0.1709826
256,model_1,0.4389,0.37940785
257,model_1,-0.0265,-0.033730447
258,model_1,0.0209,0.046123624
259,model_1,0.1397,0.07358551
260,model_1,0.2075,0.09159173
261,model_1,0.0072,0.08730456
262,model_1,0.1147,0.082239
263,model_1,0.1494,0.12479754
264,model_1,0.8995,0.8183179
265,model_1,0.4714,0.3333811
266,model_1,0.1718,0.12533233
267,model_1,0.128,0.011194885
268,model_1,0.222,0.31270647
269,model_1,0.2756,0.29733297
270,model_1,0.7367,0.63901687
271,model_1,0.0059,0.02880603
272,model_1,0.2641,0.3369816
273,model_1,0.2558,0.23420599
274,model_1,0.3925,0.31551588
275,model_1,0.09,0.14220768
276,model_1,0.3312,0.30585214
277,model_1,0.0923,0.09201652
278,model_1,0.74,0.8012673
279,model_1,0.4446,0.50787115
280,model_1,0.3847,0.32270595
281,model_1,0.1489,0.1107631
282,model_1,0.1605,0.19743285
283,model_1,0.3687,0.3688787
284,model_1,0.2024,0.08275992
285,model_1,0.1016,0.1335674
286,model_1,0.3067,0.3080691
287,model_1,0.2185,0.27458903
288,model_1,0.3781,0.36533767
289,model_1,0.1113,0.1529582
290,model_1,-0.0748,-0.0053132623
291,model_1,0.0462,0.03781964
292,model_1,0.1681,0.25296733
293,model_1,0.1543,0.21540536
294,model_1,0.8037,0.7753118
295,model_1,0.395,0.3335666
296,model_1,0.8889,0.91568255
297,model_1,0.2505,0.22795622
298,model_1,0.1992,0.20894754
299,model_1,0.2787,0.24543862
300,model_1,0.1438,0.112917006
301,model_1,0.502,0.39328098
302,model_1,0.8745,0.8534304
303,model_1,0.4289,0.29210833
304,model_1,0.0447,0.022690088
305,model_1,-0.0261,-0.023027122
306,model_1,0.1399,0.18152766
307,model_1,-0.1683,-0.22856039
308,model_1,0.0411,0.09846489
309,model_1,0.1003,0.0719091
310,model_1,0.0585,0.1928876
311,model_1,0.1376,0.23109655
312,model_1,0.0391,0.12981106
313,model_1,0.2753,0.061552092
314,model_1,0.0601,0.058683574
315,model_1,0.1261,0.1280841
316,model_1,0.2749,0.3517944
317,model_1,0.1857,0.1825934
318,model_1,0.0964,0.087406024
319,model_1,0.4942,0.46564332
320,model_1,0.2662,0.2803704
321,model_1,0.3008,0.32022595
322,model_1,0.0856,0.008445948
323,model_1,0.1389,0.22404712
324,model_1,0.3661,0.3600065
325,model_1,0.0594,0.073453814
326,model_1,0.3458,0.34955502
327,model_1,0.0687,0.07025401
328,model_1,0.3593,0.30464798
329,model_1,0.137,0.04055591
330,model_1,0.1341,0.18173149
331,model_1,0.151,0.1839019
332,model_1,0.1554,0.17815387
333,model_1,0.5598,0.5497883
334,model_1,-0.0274,-0.03753349
335,model_1,0.6533,0.6568225
336,model_1,0.2517,0.02922815
337,model_1,0.0926,0.030702204
338,model_1,-0.0574,-0.07791805
339,model_1,0.2857,0.31624368
340,model_1,0.0515,0.037131518
341,model_1,0.3514,0.32369852
342,model_1,0.252,0.21209764
343,model_1,0.1008,0.11239569
344,model_1,0.0225,0.008733466
345,model_1,0.0394,-0.0105570555
346,model_1,0.0743,0.18320622
347,model_1,0.187,0.1485983
348,model_1,-0.0037,-0.048944563
349,model_1,0.0697,0.06306347
350,model_1,0.0024,0.07543379
351,model_1,0.7582,0.75370294
352,model_1,-0.0397,-0.058550626
353,model_1,0.0431,0.17905705
354,model_1,0.5601,0.595631
355,model_1,0.2331,0.13626935
356,model_1,0.4086,0.45097244
357,model_1,0.0462,0.03190255
358,model_1,0.6001,0.54806435
359,model_1,0.1585,0.18312758
360,model_1,0.0796,0.038526595
361,model_1,0.172,0.053210363
362,model_1,0.1548,0.12503733
363,model_1,-0.0393,-0.003635347
364,model_1,0.1352,0.13598838
365,model_1,0.0435,0.034628168
366,model_1,0.1,0.12556109
367,model_1,0.1049,0.09985015
368,model_1,0.1261,0.061025575
369,model_1,0.6819,0.71202666
370,model_1,0.7945,0.906842
371,model_1,0.3399,0.3640678
372,model_1,0.2338,0.20105141
373,model_1,0.2269,0.38043505
374,model_1,0.5148,0.48790634
375,model_1,0.0329,0.04806751
376,model_1,0.3382,0.37092757
377,model_1,0.1607,0.2157065
378,model_1,0.0783,0.12689756
379,model_1,0.4299,0.47040427
380,model_1,0.3417,0.34285954
381,model_1,0.0644,0.024561107
382,model_1,0.1874,0.19639094
383,model_1,0.4444,0.37685803
384,model_1,0.1076,0.10749659
385,model_1,0.7568,0.72971046
386,model_1,0.7964,0.7930482
387,model_1,0.1392,0.15717123
388,model_1,0.1921,0.18780053
389,model_1,0.4004,0.39553797
390,model_1,0.5228,0.5391644
391,model_1,0.2043,0.19961695
392,model_1,0.0782,0.07369642
393,model_1,0.3981,0.3608618
394,model_1,0.0923,0.1803125
395,model_1,0.1557,0.14184816
396,model_1,0.1577,0.18851922
397,model_1,0.3898,0.45935023
398,model_1,0.4326,0.44022557
399,model_1,0.2068,0.16783336
400,model_1,-0.0641,-0.011773467
401,model_1,0.2673,0.31055415
402,model_1,0.2614,0.27841115
403,model_1,0.4236,0.40609953
404,model_1,0.4216,0.25529993
405,model_1,0.0039,-0.13353151
406,model_1,0.2115,0.2223231
407,model_1,0.3192,0.2772319
408,model_1,0.1936,0.17768182
409,model_1,0.1521,0.15455237
410,model_1,0.9456,1.0020065
411,model_1,0.1815,0.04087326
412,model_1,0.038,0.076863036
413,model_1,0.2374,0.24429062
414,model_1,0.1278,0.08208546
415,model_1,0.2961,0.17589012
416,model_1,0.3698,0.41060925
417,model_1,0.0429,0.05088055
418,model_1,0.1916,0.2958939
419,model_1,0.7071,0.68429005
420,model_1,0.1587,0.15575024
421,model_1,0.0935,0.069582686
422,model_1,0.3822,0.33846694
423,model_1,0.4384,0.33052528
424,model_1,0.2496,0.24778013
425,model_1,0.0946,0.08305141
426,model_1,0.1308,0.0935418
427,model_1,-0.0099,0.13289332
428,model_1,0.1972,0.19800445
429,model_1,0.157,0.11904964
430,model_1,0.2671,0.040674478
431,model_1,0.1013,0.009388089
432,model_1,0.0989,0.23751442
433,model_1,0.0766,0.13092645
434,model_1,0.1012,0.09181109
435,model_1,0.2133,0.24431124
436,model_1,0.0708,0.026107311
437,model_1,0.0181,-0.00053972006
438,model_1,0.0122,0.009966284
439,model_1,0.2103,0.2600072
440,model_1,0.1885,0.21631314
441,model_1,-0.0396,-0.036311865
442,model_1,0.0187,0.034963965
443,model_1,0.1929,0.101571485
444,model_1,0.1387,0.1307191
445,model_1,0.0165,0.026552066
446,model_1,0.2901,0.3361286
447,model_1,0.0601,0.047213078
448,model_1,0.5366,0.48297355
449,model_1,0.1732,0.064101696
450,model_1,0.0193,0.070342824
451,model_1,-0.1786,-0.10544491
452,model_1,0.2832,0.2225864
453,model_1,0.4806,0.35905322
454,model_1,0.6522,0.6361257
455,model_1,0.1207,0.14956908
456,model_1,0.3049,0.3106202
457,model_1,0.2049,0.2637834
458,model_1,0.1401,0.07380769
459,model_1,0.683,0.5721728
460,model_1,0.0571,0.05797869
461,model_1,0.6791,0.6840162
462,model_1,0.0824,0.10678911
463,model_1,0.0552,0.0441128
464,model_1,-0.0671,0.010861814
465,model_1,0.0288,0.0074726343
466,model_1,0.1335,0.11294164
467,model_1,0.0382,0.054215103
468,model_1,0.4276,0.29552594
469,model_1,-0.0289,0.037754953
470,model_1,0.2181,0.19686134
471,model_1,0.0106,0.007135272
472,model_1,-0.1842,-0.16187978
473,model_1,0.01,-0.04376328
474,model_1,0.2519,0.27712288
475,model_1,0.5574,0.5744503
476,model_1,0.471,0.52186334
477,model_1,0.5793,0.5464377
478,model_1,0.0751,-0.024490446
479,model_1,0.0549,0.011424929
480,model_1,-0.1231,-0.10722265
481,model_1,0.3804,0.34766614
482,model_1,0.2664,0.15456867
483,model_1,0.031,0.02279535
484,model_1,0.0874,0.044465333
485,model_1,0.3037,0.35705024
486,model_1,0.3791,0.33440778
487,model_1,0.2324,0.32274747
488,model_1,0.3635,0.3778624
489,model_1,0.395,0.41148812
490,model_1,0.0645,0.06378704
491,model_1,0.0271,0.11029337
492,model_1,0.2627,0.36814356
493,model_1,0.0887,0.13357034
494,model_1,0.2047,0.21300918
495,model_1,0.034,0.0029223561
496,model_1,0.3421,0.41709867
497,model_1,0.3269,0.38942486
498,model_1,-0.006,-0.028062075
499,model_1,0.2316,0.150878
500,model_1,0.2071,0.29609662
501,model_1,0.5018,0.55884755
502,model_1,0.3524,0.36586392
503,model_1,0.451,0.44138756
504,model_1,0.4261,0.39947164
505,model_1,0.1756,0.114506125
506,model_1,0.2647,0.20358433
507,model_1,0.3887,0.37082106
508,model_1,0.1819,0.12515229
509,model_1,0.2084,0.08302161
510,model_1,-0.0771,-0.0800879
511,model_1,0.0167,0.05578713
512,model_1,0.1493,0.092563644
513,model_1,0.1321,0.19202058
514,model_1,0.2606,0.20403147
515,model_1,0.3859,0.39330497
516,model_1,0.3265,0.28212333
517,model_1,0.1341,0.12047085
518,model_1,0.0887,0.120161764
519,model_1,0.3338,0.31319064
520,model_1,0.1151,0.33539546
521,model_1,0.1444,0.103685394
522,model_1,0.1779,0.15390915
523,model_1,-0.0053,-0.030737996
524,model_1,0.3247,0.27618498
525,model_1,0.8948,0.9128808
526,model_1,0.2932,0.2692547
527,model_1,0.0862,0.10750398
528,model_1,0.5758,0.57528806
529,model_1,0.0271,0.052399457
530,model_1,0.1548,0.026788563
531,model_1,0.1415,0.24329488
532,model_1,0.1234,0.07246272
533,model_1,0.1187,0.112375334
534,model_1,0.0769,0.07596493
535,model_1,0.0464,0.056002527
536,model_1,0.1216,0.117218554
537,model_1,0.3501,0.42976448
538,model_1,0.216,0.17693496
539,model_1,0.439,0.4745039
540,model_1,0.307,0.33552155
541,model_1,0.3651,0.43021777
542,model_1,0.3807,0.37319073
543,model_1,-0.1916,-0.1528801
544,model_1,0.1908,0.23772565
545,model_1,-0.0462,0.043738022
546,model_1,-0.0505,-0.0802322
547,model_1,0.4435,0.49262986
548,model_1,0.5313,0.5054885
549,model_1,0.0167,0.00094257295
550,model_1,0.0434,0.045660138
551,model_1,0.1337,0.07902187
552,model_1,0.969,0.9113952
553,model_1,0.2204,0.23038867
554,model_1,0.1229,0.2941572
555,model_1,-0.0462,-0.058767974
556,model_1,0.0578,0.096557766
557,model_1,0.3519,0.4179818
558,model_1,0.9655,0.9557066
559,model_1,-0.0981,-0.08645308
560,model_1,0.1246,0.03208211
561,model_1,0.7556,0.75312126
562,model_1,0.4195,0.47300974
563,model_1,-0.0871,-0.19507179
564,model_1,0.2512,0.31600583
565,model_1,0.1583,0.034276694
566,model_1,0.3908,0.43173093
567,model_1,0.2208,0.23665784
568,model_1,0.0368,0.027342886
569,model_1,0.3757,0.3492935
570,model_1,0.0815,0.08119559
571,model_1,0.1276,0.06538662
572,model_1,0.3034,0.2969097
573,model_1,0.6166,0.54753894
574,model_1,0.0655,0.066258416
575,model_1,0.0029,0.025035694
576,model_1,0.4797,0.47316766
577,model_1,0.2118,0.121927574
578,model_1,0.1921,0.21238758
579,model_1,0.332,0.26524737
580,model_1,0.4133,0.3686703
581,model_1,0.7797,0.72170883
582,model_1,0.1041,0.1125862
583,model_1,0.2709,0.36120898
584,model_1,-0.0555,-0.073207796
585,model_1,0.1385,0.036707282
586,model_1,0.0562,0.020224959
587,model_1,0.2844,0.30058035
588,model_1,0.2881,0.2557436
589,model_1,0.1092,0.04774663
590,model_1,0.5503,0.57058597
591,model_1,0.2216,0.30057478
592,model_1,0.2046,0.105614156
593,model_1,0.406,0.3487826
594,model_1,0.7724,0.7320657
595,model_1,0.1091,0.13155311
596,model_1,0.6962,0.7320553
597,model_1,-0.0485,-0.0017944574
598,model_1,-0.0599,-0.008992195
599,model_1,-0.076,-0.06733
600,model_1,0.1179,0.098961726
601,model_1,0.5081,0.4945008
602,model_1,0.3315,0.3182872
603,model_1,0.2623,0.30808008
604,model_1,0.1938,0.25103948
605,model_1,0.314,0.37196526
606,model_1,-0.0801,-0.14832085
607,model_1,0.1009,0.1164642
608,model_1,0.3551,0.34593952
609,model_1,0.153,-0.0236952
610,model_1,0.2559,0.22763474
611,model_1,0.2024,0.19899312
612,model_1,0.03,-0.0012627542
613,model_1,0.2319,0.21137625
614,model_1,0.0034,-0.05462277
615,model_1,0.0206,0.044392556
616,model_1,0.1494,0.19794375
617,model_1,0.8532,0.8060672
618,model_1,-0.0564,0.005935669
619,model_1,-0.0499,-0.093991846
620,model_1,1.1149,1.2283348
621,model_1,-0.0019,0.026759386
622,model_1,0.3064,0.2780809
623,model_1,-0.0339,-0.025378436
624,model_1,0.3182,0.40292916
625,model_1,0.2744,0.26287863
626,model_1,0.4154,0.3891415
627,model_1,0.1947,0.22617953
628,model_1,0.0489,0.13069168
629,model_1,0.0224,0.05082214
630,model_1,0.0982,0.09582417
631,model_1,0.0544,0.059257776
632,model_1,0.2342,0.20446327
633,model_1,0.4862,0.56170374
634,model_1,0.3874,0.39163613
635,model_1,0.0772,0.07968517
636,model_1,0.0587,0.04012969
637,model_1,0.5955,0.5223144
638,model_1,0.1503,0.12035726
639,model_1,0.172,0.07247834
640,model_1,0.0931,0.095376015
641,model_1,0.2157,0.21743406
642,model_1,0.2849,0.3070359
643,model_1,0.4719,0.59780234
644,model_1,0.4176,0.25419497
645,model_1,0.4579,0.44276077
646,model_1,0.4159,0.4368353
647,model_1,0.8342,0.82701045
648,model_1,0.0905,0.18719363
649,model_1,0.6247,0.5879175
650,model_1,0.3393,0.31561965
651,model_1,0.6266,0.6042447
652,model_1,0.5577,0.51774865
653,model_1,0.2399,0.2620142
654,model_1,0.2094,0.23903176
655,model_1,0.1543,0.13536653
656,model_1,0.7775,0.7513162
657,model_1,0.2499,0.35837635
658,model_1,-0.0878,-0.12316215
659,model_1,0.4701,0.46343738
660,model_1,0.4016,0.19186002
661,model_1,0.0427,-0.008140564
662,model_1,-0.1047,-0.13321355
663,model_1,0.2577,0.2522103
664,model_1,0.4925,0.49817163
665,model_1,0.1066,0.13610023
666,model_1,0.3636,0.5100706
667,model_1,-0.0344,0.29561293
668,model_1,0.1362,0.24938835
669,model_1,0.2301,0.28955117
670,model_1,0.7444,0.77481824
671,model_1,0.2985,0.2864557
672,model_1,0.5036,0.6234374
673,model_1,-0.0446,-0.06482047
674,model_1,0.2211,0.19960041
675,model_1,0.2122,0.21051933
676,model_1,0.3038,0.33345628
677,model_1,0.2825,0.25512347
678,model_1,0.169,0.13073897
679,model_1,0.3098,0.39580873
680,model_1,0.1704,0.15562028
681,model_1,0.2319,0.14390987
682,model_1,0.0874,0.06435825
683,model_1,0.4624,0.46891367
684,model_1,0.0298,0.009008467
685,model_1,0.1836,0.15548962
686,model_1,0.2052,0.19041723
687,model_1,0.3052,0.27613017
688,model_1,0.0353,0.04686749
689,model_1,0.3946,0.37086037
690,model_1,0.1838,0.1788249
691,model_1,-0.0284,0.0038582534
692,model_1,0.1889,0.25771978
693,model_1,0.2465,0.2264255
694,model_1,0.3971,0.4091168
695,model_1,-0.0124,-0.04228705
696,model_1,0.1483,0.04942867
697,model_1,0.3929,0.34885874
698,model_1,0.0385,0.018462807
699,model_1,0.7409,0.72389686
700,model_1,0.4319,0.33035553
701,model_1,0.3547,0.28896555
702,model_1,0.4181,0.32944527
703,model_1,0.0931,0.22193934
704,model_1,0.2301,0.39440927
705,model_1,0.5099,0.53676724
706,model_1,0.1069,0.20319225
707,model_1,0.1407,0.23630778
708,model_1,0.0037,-0.0016473681
709,model_1,0.4797,0.50821483
710,model_1,0.3761,0.2896399
711,model_1,0.2996,0.33374074
712,model_1,0.7375,0.72138053
713,model_1,0.0485,0.076723486
714,model_1,0.4683,0.46504548
715,model_1,0.3488,0.32981595
716,model_1,0.1223,0.097872466
717,model_1,0.0192,0.090292394
718,model_1,0.1933,0.16284905
719,model_1,0.2714,0.24962649
720,model_1,0.2649,0.33259827
721,model_1,0.0531,-0.03912404
722,model_1,0.6831,0.72082347
723,model_1,0.2859,0.17879745
724,model_1,0.6383,0.6889569
725,model_1,0.6986,0.7410566
726,model_1,0.1041,0.04467307
727,model_1,0.8284,0.9224844
728,model_1,0.2697,0.26499182
729,model_1,-0.0009,-0.06532377
730,model_1,0.6451,0.57838506
731,model_1,0.284,0.37410405
732,model_1,0.128,0.12967616
733,model_1,0.2157,0.13282478
734,model_1,0.0139,0.013596803
735,model_1,-0.0144,0.06263475
736,model_1,0.3147,0.28483963
737,model_1,0.4315,0.29019135
738,model_1,0.2161,0.2910333
739,model_1,0.3573,0.2899138
740,model_1,0.796,0.8636553
741,model_1,0.2933,0.39740777
742,model_1,-0.0881,-0.10237861
743,model_1,0.1768,0.07275961
744,model_1,0.7058,0.66969955
745,model_1,0.2011,0.16970715
746,model_1,-0.0115,0.08406618
747,model_1,0.2119,0.3095192
748,model_1,0.4586,0.4206294
749,model_1,0.0233,-0.0015636384
750,model_1,0.0122,0.0069537014
751,model_1,0.0983,0.119978905
752,model_1,0.2722,0.39752337
753,model_1,0.2299,0.16603872
754,model_1,0.4251,0.38937616
755,model_1,0.0889,0.1665061
756,model_1,0.5073,0.46349308
757,model_1,-0.046,-0.04089892
758,model_1,0.1097,0.17081374
759,model_1,0.2813,0.31450674
760,model_1,0.0009,-0.007028103
761,model_1,0.42,0.3368796
762,model_1,0.1115,0.080100864
763,model_1,0.0718,0.05458966
764,model_1,0.354,0.2824157
765,model_1,0.0613,0.08868265
766,model_1,0.2332,0.20580813
767,model_1,0.1617,0.10064362
768,model_1,0.1241,-0.0048909336
769,model_1,0.2725,0.32839996
770,model_1,-0.0938,-0.07394719
771,model_1,0.1787,0.23704945
772,model_1,0.0769,0.11938078
773,model_1,0.6247,0.56797934
774,model_1,0.6025,0.58473814
775,model_1,0.2224,0.23459299
776,model_1,0.221,0.21762224
777,model_1,-0.0957,-0.07131851
778,model_1,0.6228,0.6220876
779,model_1,0.1402,0.2138049
780,model_1,0.0785,0.06437826
781,model_1,0.4649,0.4150746
782,model_1,0.0534,0.067017764
783,model_1,0.0432,0.013704255
784,model_1,0.0857,0.10515143
785,model_1,0.1494,0.05227816
786,model_1,0.1702,0.13712129
787,model_1,0.0555,0.10330926
788,model_1,0.5607,0.5663265
789,model_1,0.2211,0.17115922
790,model_1,0.1829,0.24904835
791,model_1,0.0828,0.04379949
792,model_1,0.1185,0.1526413
793,model_1,0.4689,0.42843112
794,model_1,-0.0693,0.002129227
795,model_1,0.2431,0.24582493
796,model_1,0.33,0.3423091
797,model_1,0.24,0.301516
798,model_1,0.4048,0.44574833
799,model_1,0.2911,0.31645876
800,model_1,0.3472,0.307949
801,model_1,0.5212,0.50242
802,model_1,-0.1166,-0.09606755
803,model_1,0.4418,0.33870935
804,model_1,0.6453,0.64935815
805,model_1,1.0596,1.030837
806,model_1,0.0343,0.03188914
807,model_1,-0.0838,-0.08840793
808,model_1,0.5552,0.5055124
809,model_1,0.3621,0.3587615
810,model_1,0.4155,0.41399923
811,model_1,0.038,0.054170445
812,model_1,0.1143,0.08605704
813,model_1,0.2364,0.3582439
814,model_1,0.0131,-0.029367983
815,model_1,0.0897,0.048577994
