,model,truevals,predvals
62,model_6,0.4225,0.4242279
63,model_6,0.142,0.19432014
64,model_6,0.1854,0.1781619
65,model_6,0.0249,0.028791083
66,model_6,0.2698,0.2381475
67,model_6,0.4806,0.53058344
68,model_6,0.6473,0.67934555
69,model_6,0.0937,0.08051509
70,model_6,0.2429,0.24832954
71,model_6,0.1974,0.1928784
72,model_6,0.2327,0.20193242
73,model_6,0.0672,0.069965705
74,model_6,0.7554,0.7465581
75,model_6,0.4633,0.46552873
76,model_6,0.5518,0.55050343
77,model_6,0.2451,0.46072876
78,model_6,0.4036,0.37079453
79,model_6,0.2338,0.17539743
80,model_6,0.0979,0.08946194
81,model_6,0.1907,0.20426843
82,model_6,0.0072,-0.011585142
83,model_6,0.2432,0.27370685
84,model_6,0.2318,0.23252177
85,model_6,-0.0746,-0.078072876
86,model_6,0.4221,0.45127642
87,model_6,0.1755,0.1699821
88,model_6,0.2446,0.25988793
89,model_6,0.0904,0.11695443
90,model_6,0.0879,0.1043855
91,model_6,0.6955,0.6408846
92,model_6,0.0591,0.15116982
93,model_6,0.6959,0.67867035
94,model_6,-0.1278,-0.12940218
95,model_6,0.0624,0.1568042
96,model_6,0.0442,0.060513806
97,model_6,0.6297,0.65996146
98,model_6,0.2852,0.3447324
99,model_6,0.0936,0.06252739
100,model_6,0.0606,0.062573485
101,model_6,0.1987,0.20972547
102,model_6,0.09,0.095328055
103,model_6,0.2364,0.24744184
104,model_6,0.4779,0.44011283
105,model_6,0.1909,0.13844086
106,model_6,0.1822,0.18344644
107,model_6,0.69,0.6511462
108,model_6,0.2662,0.20290944
109,model_6,0.1372,0.15179817
110,model_6,0.1736,0.15146002
111,model_6,0.696,0.7247284
112,model_6,0.2744,0.2927258
113,model_6,0.1972,0.2977951
114,model_6,0.2457,0.2853724
115,model_6,0.1107,0.12368028
116,model_6,0.3896,0.1838487
117,model_6,0.2898,0.3628878
118,model_6,-0.0475,-0.06425822
119,model_6,-0.1115,-0.0035733613
120,model_6,0.0938,0.17593443
121,model_6,0.1639,0.134776
122,model_6,0.6244,0.610604
123,model_6,0.2373,0.2721676
124,model_6,0.3146,0.32436422
125,model_6,0.2164,0.29293236
126,model_6,0.1153,0.12285262
127,model_6,0.2167,0.21522355
128,model_6,-0.0591,-0.03253989
129,model_6,0.1402,0.1350822
130,model_6,0.1971,0.28528413
131,model_6,0.3754,0.37625062
132,model_6,0.3665,0.39220566
133,model_6,0.7798,0.7933288
134,model_6,0.3074,0.26862043
135,model_6,0.4226,0.46108013
136,model_6,0.0883,0.10417373
137,model_6,0.4308,0.42018646
138,model_6,0.3496,0.3838296
139,model_6,0.8872,0.8672533
140,model_6,0.0269,0.026121221
141,model_6,0.0201,0.089127816
142,model_6,0.0545,0.04919212
143,model_6,0.408,0.4095059
144,model_6,0.4498,0.41702977
145,model_6,0.5567,0.552835
146,model_6,0.1679,0.2026911
147,model_6,0.3179,0.19121991
148,model_6,0.2809,0.3196317
149,model_6,0.0747,0.056700125
150,model_6,0.407,0.40607375
151,model_6,0.8929,0.9205653
152,model_6,0.2375,0.246725
153,model_6,0.0772,0.14872968
154,model_6,-0.0934,-0.18531373
155,model_6,0.5798,0.6091142
156,model_6,0.0314,0.06572962
157,model_6,0.2242,0.17288679
158,model_6,0.0061,0.002849002
159,model_6,0.3947,0.37288818
160,model_6,0.0621,0.19467212
161,model_6,0.3024,0.24692924
162,model_6,-0.0431,-0.030463539
163,model_6,0.1099,0.056566827
164,model_6,0.1365,0.14216094
165,model_6,0.0725,0.08618466
166,model_6,-0.0899,-0.12429312
167,model_6,0.0829,0.10774469
168,model_6,0.1587,0.14469339
169,model_6,-0.1932,-0.18851164
170,model_6,0.3215,0.31094736
171,model_6,0.2174,0.19743407
172,model_6,0.1512,0.16700372
173,model_6,0.2669,0.31990856
174,model_6,0.8352,0.8838524
175,model_6,0.892,0.8188436
176,model_6,-0.0143,-0.05619256
177,model_6,0.1767,0.21773988
178,model_6,0.1139,0.098621935
179,model_6,0.6466,0.6336948
180,model_6,-0.0505,-0.0045560854
181,model_6,0.7133,0.7078138
182,model_6,0.0452,0.056039046
183,model_6,-0.1859,-0.15233807
184,model_6,0.2571,0.1798677
185,model_6,0.2027,0.2155458
186,model_6,0.4073,0.261656
187,model_6,0.5139,0.5276288
188,model_6,-0.0494,-0.017493993
189,model_6,0.112,0.094596684
190,model_6,0.4012,0.33388406
191,model_6,0.3709,0.26120406
192,model_6,-0.0446,0.0016315985
193,model_6,0.6359,0.62660956
194,model_6,0.2515,0.30398324
195,model_6,0.037,0.00065108994
196,model_6,0.1999,0.1795374
197,model_6,0.3295,0.31655097
198,model_6,0.0831,0.052538645
199,model_6,0.0657,0.04942688
200,model_6,-0.0492,-0.090800494
201,model_6,0.1556,0.12378078
202,model_6,0.2235,0.17120521
203,model_6,0.4035,0.35487688
204,model_6,-0.2038,-0.19553053
205,model_6,0.3139,0.26887077
206,model_6,0.6596,0.5966087
207,model_6,0.4091,0.43430966
208,model_6,0.0072,0.040274907
209,model_6,0.0985,0.009285249
210,model_6,-0.0895,0.004506349
211,model_6,0.0799,0.10490098
212,model_6,0.5198,0.52908456
213,model_6,0.1625,0.17342772
214,model_6,0.0867,0.15949823
215,model_6,0.0994,0.13203143
216,model_6,0.3815,0.3350528
217,model_6,0.5326,0.54571295
218,model_6,0.621,0.58018774
219,model_6,0.2191,0.22420293
220,model_6,0.1298,0.11846916
221,model_6,0.2678,0.21159305
222,model_6,0.0903,0.10043095
223,model_6,0.3403,0.30679286
224,model_6,1.0553,1.0306838
225,model_6,0.1953,0.22151981
226,model_6,0.4376,0.44573358
227,model_6,0.2136,0.23185353
228,model_6,0.7193,0.65167356
229,model_6,0.5463,0.5462605
230,model_6,0.1313,0.09625643
231,model_6,0.2144,0.20360708
232,model_6,0.0857,0.11270114
233,model_6,0.1052,0.11466238
234,model_6,0.0242,0.075283065
235,model_6,0.1174,0.10307279
236,model_6,0.0628,0.0744677
237,model_6,0.1227,0.07725077
238,model_6,0.068,0.12738183
239,model_6,0.4677,0.41287875
240,model_6,0.0784,0.14083482
241,model_6,0.0617,0.082527526
242,model_6,0.0255,0.041625764
243,model_6,0.3808,0.3977692
244,model_6,0.2358,0.2188079
245,model_6,-0.1035,-0.064065345
246,model_6,-0.0109,0.019899836
247,model_6,0.1382,0.12246768
248,model_6,0.2491,0.20654184
249,model_6,0.31,0.2359669
250,model_6,0.331,0.26020294
251,model_6,0.0336,0.03021789
252,model_6,0.3975,0.35068733
253,model_6,0.3994,0.40690896
254,model_6,0.0091,0.008815797
255,model_6,0.1408,0.12582168
256,model_6,0.4389,0.41441107
257,model_6,-0.0265,-0.026976202
258,model_6,0.0209,0.020525971
259,model_6,0.1397,0.12633552
260,model_6,0.2075,0.108077876
261,model_6,0.0072,-0.018031698
262,model_6,0.1147,-0.09346805
263,model_6,0.1494,0.12608376
264,model_6,0.8995,0.90796405
265,model_6,0.4714,0.48170215
266,model_6,0.1718,0.13822134
267,model_6,0.128,0.10350865
268,model_6,0.222,0.256739
269,model_6,0.2756,0.27843773
270,model_6,0.7367,0.7491688
271,model_6,0.0059,0.030552749
272,model_6,0.2641,0.26137275
273,model_6,0.2558,0.30651677
274,model_6,0.3925,0.37029737
275,model_6,0.09,0.033549394
276,model_6,0.3312,0.3547877
277,model_6,0.0923,0.06553699
278,model_6,0.74,0.7582032
279,model_6,0.4446,0.43555048
280,model_6,0.3847,0.3428514
281,model_6,0.1489,0.20169303
282,model_6,0.1605,0.18774663
283,model_6,0.3687,0.42743847
284,model_6,0.2024,0.17529355
285,model_6,0.1016,0.11657421
286,model_6,0.3067,0.29826957
287,model_6,0.2185,0.22511089
288,model_6,0.3781,0.36171186
289,model_6,0.1113,0.09826013
290,model_6,-0.0748,-0.0789048
291,model_6,0.0462,0.07509312
292,model_6,0.1681,0.2375004
293,model_6,0.1543,0.29444408
294,model_6,0.8037,0.79679364
295,model_6,0.395,0.31686643
296,model_6,0.8889,0.8968941
297,model_6,0.2505,0.38872498
298,model_6,0.1992,0.18774287
299,model_6,0.2787,0.31138313
300,model_6,0.1438,0.09489718
301,model_6,0.502,0.48510092
302,model_6,0.8745,0.8528174
303,model_6,0.4289,0.35863197
304,model_6,0.0447,-0.0021004765
305,model_6,-0.0261,-0.029468354
306,model_6,0.1399,0.1556574
307,model_6,-0.1683,-0.1892345
308,model_6,0.0411,0.07899013
309,model_6,0.1003,0.09878409
310,model_6,0.0585,0.024975762
311,model_6,0.1376,0.15673442
312,model_6,0.0391,0.09048751
313,model_6,0.2753,-0.032823727
314,model_6,0.0601,0.029494017
315,model_6,0.1261,0.1583539
316,model_6,0.2749,0.29303825
317,model_6,0.1857,0.09195966
318,model_6,0.0964,0.118278176
319,model_6,0.4942,0.44304216
320,model_6,0.2662,0.24358167
321,model_6,0.3008,0.3137697
322,model_6,0.0856,0.09065434
323,model_6,0.1389,0.20897359
324,model_6,0.3661,0.32499987
325,model_6,0.0594,0.07153869
326,model_6,0.3458,0.39350495
327,model_6,0.0687,0.07325473
328,model_6,0.3593,0.3423078
329,model_6,0.137,0.09531824
330,model_6,0.1341,0.14467442
331,model_6,0.151,0.19926386
332,model_6,0.1554,0.16388507
333,model_6,0.5598,0.5656437
334,model_6,-0.0274,0.013738327
335,model_6,0.6533,0.6712604
336,model_6,0.2517,0.12601076
337,model_6,0.0926,-0.0046242154
338,model_6,-0.0574,0.0026856898
339,model_6,0.2857,0.22977969
340,model_6,0.0515,0.006077697
341,model_6,0.3514,0.34631112
342,model_6,0.252,0.24808961
343,model_6,0.1008,0.07559857
344,model_6,0.0225,0.09924014
345,model_6,0.0394,0.07859932
346,model_6,0.0743,0.10596668
347,model_6,0.187,0.21043512
348,model_6,-0.0037,0.047455903
349,model_6,0.0697,0.08739987
350,model_6,0.0024,0.057794172
351,model_6,0.7582,0.7526181
352,model_6,-0.0397,-0.04145818
353,model_6,0.0431,0.12631433
354,model_6,0.5601,0.556871
355,model_6,0.2331,0.2125535
356,model_6,0.4086,0.38324082
357,model_6,0.0462,0.00076455483
358,model_6,0.6001,0.5957033
359,model_6,0.1585,0.190941
360,model_6,0.0796,0.05645175
361,model_6,0.172,0.1719712
362,model_6,0.1548,0.18692443
363,model_6,-0.0393,-0.023750344
364,model_6,0.1352,0.0972139
365,model_6,0.0435,0.07304963
366,model_6,0.1,0.03724322
367,model_6,0.1049,0.10802165
368,model_6,0.1261,0.10061697
369,model_6,0.6819,0.7321992
370,model_6,0.7945,0.7523205
371,model_6,0.3399,0.27454263
372,model_6,0.2338,0.25569326
373,model_6,0.2269,0.32467893
374,model_6,0.5148,0.518326
375,model_6,0.0329,0.039186418
376,model_6,0.3382,0.3710553
377,model_6,0.1607,0.25783393
378,model_6,0.0783,0.0667416
379,model_6,0.4299,0.45764023
380,model_6,0.3417,0.26834184
381,model_6,0.0644,0.052096043
382,model_6,0.1874,0.1826825
383,model_6,0.4444,0.41314098
384,model_6,0.1076,0.10058463
385,model_6,0.7568,0.7452464
386,model_6,0.7964,0.8023844
387,model_6,0.1392,0.21613812
388,model_6,0.1921,0.20717478
389,model_6,0.4004,0.3980761
390,model_6,0.5228,0.49799883
391,model_6,0.2043,0.20541663
392,model_6,0.0782,0.06588349
393,model_6,0.3981,0.36866146
394,model_6,0.0923,0.07780512
395,model_6,0.1557,0.002568915
396,model_6,0.1577,0.12408021
397,model_6,0.3898,0.35221237
398,model_6,0.4326,0.4531716
399,model_6,0.2068,0.24438386
400,model_6,-0.0641,-0.043700147
401,model_6,0.2673,0.25440615
402,model_6,0.2614,0.24019375
403,model_6,0.4236,0.38515097
404,model_6,0.4216,0.21141799
405,model_6,0.0039,0.055353705
406,model_6,0.2115,0.3640138
407,model_6,0.3192,0.31095576
408,model_6,0.1936,0.16248608
409,model_6,0.1521,0.1426903
410,model_6,0.9456,0.93118876
411,model_6,0.1815,0.08534209
412,model_6,0.038,0.049329896
413,model_6,0.2374,0.22971112
414,model_6,0.1278,0.14011404
415,model_6,0.2961,0.22820187
416,model_6,0.3698,0.40805954
417,model_6,0.0429,0.059683632
418,model_6,0.1916,0.2717718
419,model_6,0.7071,0.68255216
420,model_6,0.1587,0.16886514
421,model_6,0.0935,0.08055602
422,model_6,0.3822,0.39844593
423,model_6,0.4384,0.18015343
424,model_6,0.2496,0.30513096
425,model_6,0.0946,0.0990887
426,model_6,0.1308,0.14451177
427,model_6,-0.0099,0.11810368
428,model_6,0.1972,0.21341167
429,model_6,0.157,0.1482079
430,model_6,0.2671,0.1536602
431,model_6,0.1013,-0.010284141
432,model_6,0.0989,0.16681315
433,model_6,0.0766,0.08871575
434,model_6,0.1012,0.1906007
435,model_6,0.2133,0.20436731
436,model_6,0.0708,0.079295605
437,model_6,0.0181,0.0589678
438,model_6,0.0122,0.03328999
439,model_6,0.2103,0.3069788
440,model_6,0.1885,0.24984698
441,model_6,-0.0396,-0.10629902
442,model_6,0.0187,0.02738535
443,model_6,0.1929,0.23182383
444,model_6,0.1387,0.15434216
445,model_6,0.0165,0.021370687
446,model_6,0.2901,0.13637719
447,model_6,0.0601,0.0922454
448,model_6,0.5366,0.44584575
449,model_6,0.1732,0.108471915
450,model_6,0.0193,0.0040272498
451,model_6,-0.1786,-0.12716058
452,model_6,0.2832,0.23689213
453,model_6,0.4806,0.49985933
454,model_6,0.6522,0.55383694
455,model_6,0.1207,0.14933208
456,model_6,0.3049,0.29760134
457,model_6,0.2049,0.18473822
458,model_6,0.1401,0.0967045
459,model_6,0.683,0.5790792
460,model_6,0.0571,0.07341397
461,model_6,0.6791,0.6686202
462,model_6,0.0824,0.10674719
463,model_6,0.0552,0.06030068
464,model_6,-0.0671,0.016029151
465,model_6,0.0288,0.07635405
466,model_6,0.1335,0.13139112
467,model_6,0.0382,0.03406733
468,model_6,0.4276,0.45487905
469,model_6,-0.0289,-0.03992429
470,model_6,0.2181,0.21473047
471,model_6,0.0106,0.006059308
472,model_6,-0.1842,-0.13509727
473,model_6,0.01,-0.05532905
474,model_6,0.2519,0.26437557
475,model_6,0.5574,0.53398496
476,model_6,0.471,0.497381
477,model_6,0.5793,0.46432275
478,model_6,0.0751,0.03463992
479,model_6,0.0549,-0.003555303
480,model_6,-0.1231,-0.15325055
481,model_6,0.3804,0.3583383
482,model_6,0.2664,0.3195129
483,model_6,0.031,0.045969624
484,model_6,0.0874,0.07428498
485,model_6,0.3037,0.34449205
486,model_6,0.3791,0.26938108
487,model_6,0.2324,0.27861747
488,model_6,0.3635,0.43837664
489,model_6,0.395,0.37791574
490,model_6,0.0645,0.060674664
491,model_6,0.0271,0.09665951
492,model_6,0.2627,0.28325713
493,model_6,0.0887,0.10648988
494,model_6,0.2047,0.12646943
495,model_6,0.034,0.08018799
496,model_6,0.3421,0.3712818
497,model_6,0.3269,0.43936455
498,model_6,-0.006,-0.008349281
499,model_6,0.2316,0.25707966
500,model_6,0.2071,0.26204652
501,model_6,0.5018,0.46764526
502,model_6,0.3524,0.30468374
503,model_6,0.451,0.4242998
504,model_6,0.4261,0.39116704
505,model_6,0.1756,0.17595656
506,model_6,0.2647,0.14659542
507,model_6,0.3887,0.34825593
508,model_6,0.1819,0.108910166
509,model_6,0.2084,0.2206214
510,model_6,-0.0771,-0.07223583
511,model_6,0.0167,0.017551245
512,model_6,0.1493,0.18761824
513,model_6,0.1321,0.1892945
514,model_6,0.2606,0.148986
515,model_6,0.3859,0.33156174
516,model_6,0.3265,0.3466162
517,model_6,0.1341,0.15751053
518,model_6,0.0887,-0.009106284
519,model_6,0.3338,0.34487355
520,model_6,0.1151,0.14232866
521,model_6,0.1444,0.1605171
522,model_6,0.1779,0.10460893
523,model_6,-0.0053,0.021842057
524,model_6,0.3247,0.32598472
525,model_6,0.8948,0.9161702
526,model_6,0.2932,0.23076315
527,model_6,0.0862,0.14169367
528,model_6,0.5758,0.6070112
529,model_6,0.0271,0.054874245
530,model_6,0.1548,0.011927361
531,model_6,0.1415,0.19544476
532,model_6,0.1234,0.15970981
533,model_6,0.1187,0.14750433
534,model_6,0.0769,0.08961305
535,model_6,0.0464,0.049678724
536,model_6,0.1216,0.09040262
537,model_6,0.3501,0.4207486
538,model_6,0.216,0.17436717
539,model_6,0.439,0.41301864
540,model_6,0.307,0.34213528
541,model_6,0.3651,0.3736845
542,model_6,0.3807,0.3122813
543,model_6,-0.1916,-0.15110359
544,model_6,0.1908,0.19678101
545,model_6,-0.0462,0.05569439
546,model_6,-0.0505,-0.027513456
547,model_6,0.4435,0.45309442
548,model_6,0.5313,0.48558503
549,model_6,0.0167,0.0582269
550,model_6,0.0434,0.052600633
551,model_6,0.1337,0.13144898
552,model_6,0.969,0.95535284
553,model_6,0.2204,0.21433736
554,model_6,0.1229,0.29593757
555,model_6,-0.0462,-0.03800319
556,model_6,0.0578,0.049415745
557,model_6,0.3519,0.35626635
558,model_6,0.9655,0.97700435
559,model_6,-0.0981,-0.1064508
560,model_6,0.1246,0.16506799
561,model_6,0.7556,0.7519237
562,model_6,0.4195,0.45651075
563,model_6,-0.0871,-0.19532852
564,model_6,0.2512,0.2077663
565,model_6,0.1583,0.07723394
566,model_6,0.3908,0.4013789
567,model_6,0.2208,0.23304531
568,model_6,0.0368,0.0498914
569,model_6,0.3757,0.3882701
570,model_6,0.0815,0.11162019
571,model_6,0.1276,0.10138109
572,model_6,0.3034,0.28930238
573,model_6,0.6166,0.60120404
574,model_6,0.0655,0.070995234
575,model_6,0.0029,-0.009028919
576,model_6,0.4797,0.45589042
577,model_6,0.2118,0.23760976
578,model_6,0.1921,0.22884901
579,model_6,0.332,0.27155134
580,model_6,0.4133,0.45408338
581,model_6,0.7797,0.7941641
582,model_6,0.1041,0.10080904
583,model_6,0.2709,0.2949597
584,model_6,-0.0555,-0.13624409
585,model_6,0.1385,0.1540798
586,model_6,0.0562,0.049927633
587,model_6,0.2844,0.26345384
588,model_6,0.2881,0.2182385
589,model_6,0.1092,0.14851736
590,model_6,0.5503,0.51027435
591,model_6,0.2216,0.27148086
592,model_6,0.2046,0.23476778
593,model_6,0.406,0.40585846
594,model_6,0.7724,0.7674225
595,model_6,0.1091,0.06242986
596,model_6,0.6962,0.6913167
597,model_6,-0.0485,0.014713194
598,model_6,-0.0599,-0.055150803
599,model_6,-0.076,-0.06906269
600,model_6,0.1179,0.09095136
601,model_6,0.5081,0.5193329
602,model_6,0.3315,0.326867
603,model_6,0.2623,0.29866606
604,model_6,0.1938,0.09556707
605,model_6,0.314,0.42441717
606,model_6,-0.0801,-0.08519453
607,model_6,0.1009,0.03251908
608,model_6,0.3551,0.3297312
609,model_6,0.153,-0.021365289
610,model_6,0.2559,0.24250875
611,model_6,0.2024,0.30970716
612,model_6,0.03,-0.06417339
613,model_6,0.2319,0.1284509
614,model_6,0.0034,0.02260178
615,model_6,0.0206,0.13015062
616,model_6,0.1494,0.2063979
617,model_6,0.8532,0.8681883
618,model_6,-0.0564,-0.06067576
619,model_6,-0.0499,-0.09894341
620,model_6,1.1149,1.0807768
621,model_6,-0.0019,0.023136199
622,model_6,0.3064,0.27628928
623,model_6,-0.0339,-0.019409902
624,model_6,0.3182,0.31431586
625,model_6,0.2744,0.30312067
626,model_6,0.4154,0.42321432
627,model_6,0.1947,0.22613506
628,model_6,0.0489,0.024398962
629,model_6,0.0224,0.013206568
630,model_6,0.0982,0.12528577
631,model_6,0.0544,0.05469986
632,model_6,0.2342,0.109690264
633,model_6,0.4862,0.51162463
634,model_6,0.3874,0.37446404
635,model_6,0.0772,0.10849263
636,model_6,0.0587,0.07605447
637,model_6,0.5955,0.6092735
638,model_6,0.1503,0.19129075
639,model_6,0.172,0.15868026
640,model_6,0.0931,0.08822541
641,model_6,0.2157,0.12927017
642,model_6,0.2849,0.333073
643,model_6,0.4719,0.47758186
644,model_6,0.4176,0.14781493
645,model_6,0.4579,0.4542771
646,model_6,0.4159,0.42976314
647,model_6,0.8342,0.8547521
648,model_6,0.0905,0.13310814
649,model_6,0.6247,0.55151343
650,model_6,0.3393,0.30380553
651,model_6,0.6266,0.6331181
652,model_6,0.5577,0.51065594
653,model_6,0.2399,0.20163704
654,model_6,0.2094,0.22257262
655,model_6,0.1543,0.25385338
656,model_6,0.7775,0.7543357
657,model_6,0.2499,0.16824609
658,model_6,-0.0878,-0.08771756
659,model_6,0.4701,0.45157504
660,model_6,0.4016,0.32670408
661,model_6,0.0427,0.06520112
662,model_6,-0.1047,-0.16817233
663,model_6,0.2577,0.339222
664,model_6,0.4925,0.4475251
665,model_6,0.1066,0.106140144
666,model_6,0.3636,0.27319416
667,model_6,-0.0344,0.016910305
668,model_6,0.1362,0.20684844
669,model_6,0.2301,0.2389607
670,model_6,0.7444,0.7434644
671,model_6,0.2985,0.29321712
672,model_6,0.5036,0.582816
673,model_6,-0.0446,0.031720314
674,model_6,0.2211,0.23555198
675,model_6,0.2122,0.23440403
676,model_6,0.3038,0.30789733
677,model_6,0.2825,0.17853044
678,model_6,0.169,0.116486356
679,model_6,0.3098,0.28601497
680,model_6,0.1704,0.18702435
681,model_6,0.2319,0.14674665
682,model_6,0.0874,0.11751699
683,model_6,0.4624,0.479684
684,model_6,0.0298,0.026238535
685,model_6,0.1836,0.18789834
686,model_6,0.2052,0.23517704
687,model_6,0.3052,0.24884778
688,model_6,0.0353,0.0683167
689,model_6,0.3946,0.3677159
690,model_6,0.1838,0.15493476
691,model_6,-0.0284,0.015079888
692,model_6,0.1889,0.2033533
693,model_6,0.2465,0.24721697
694,model_6,0.3971,0.3893333
695,model_6,-0.0124,-0.041009672
696,model_6,0.1483,0.07557827
697,model_6,0.3929,0.38659123
698,model_6,0.0385,0.045543555
699,model_6,0.7409,0.7095426
700,model_6,0.4319,0.44296482
701,model_6,0.3547,0.32680258
702,model_6,0.4181,0.3244011
703,model_6,0.0931,0.11897784
704,model_6,0.2301,0.30773696
705,model_6,0.5099,0.50510836
706,model_6,0.1069,0.1484093
707,model_6,0.1407,0.066036455
708,model_6,0.0037,0.023050027
709,model_6,0.4797,0.4618575
710,model_6,0.3761,0.351578
711,model_6,0.2996,0.28868273
712,model_6,0.7375,0.74342024
713,model_6,0.0485,0.12654287
714,model_6,0.4683,0.09155753
715,model_6,0.3488,0.34707716
716,model_6,0.1223,0.054397445
717,model_6,0.0192,0.076349586
718,model_6,0.1933,0.1459621
719,model_6,0.2714,0.30849475
720,model_6,0.2649,0.27671012
721,model_6,0.0531,0.09279416
722,model_6,0.6831,0.68033946
723,model_6,0.2859,0.35671797
724,model_6,0.6383,0.62456405
725,model_6,0.6986,0.7584962
726,model_6,0.1041,0.12829348
727,model_6,0.8284,0.88211036
728,model_6,0.2697,0.24563871
729,model_6,-0.0009,-0.0020815223
730,model_6,0.6451,0.5495907
731,model_6,0.284,0.277571
732,model_6,0.128,0.18853419
733,model_6,0.2157,0.25626168
734,model_6,0.0139,0.0054531437
735,model_6,-0.0144,0.037050784
736,model_6,0.3147,0.3660332
737,model_6,0.4315,0.39878792
738,model_6,0.2161,0.26715752
739,model_6,0.3573,0.26484877
740,model_6,0.796,0.781853
741,model_6,0.2933,0.21925226
742,model_6,-0.0881,-0.12415387
743,model_6,0.1768,0.12510353
744,model_6,0.7058,0.7233787
745,model_6,0.2011,0.18180189
746,model_6,-0.0115,-0.016149491
747,model_6,0.2119,0.12824912
748,model_6,0.4586,0.33937907
749,model_6,0.0233,0.024896042
750,model_6,0.0122,0.036248866
751,model_6,0.0983,0.131798
752,model_6,0.2722,0.2516755
753,model_6,0.2299,0.23462941
754,model_6,0.4251,0.4145159
755,model_6,0.0889,0.18477601
756,model_6,0.5073,0.49650565
757,model_6,-0.046,-0.037207644
758,model_6,0.1097,0.1188995
759,model_6,0.2813,0.22902781
760,model_6,0.0009,0.026363676
761,model_6,0.42,0.35624763
762,model_6,0.1115,0.11797494
763,model_6,0.0718,0.101136334
764,model_6,0.354,0.29801252
765,model_6,0.0613,0.072532296
766,model_6,0.2332,0.27700868
767,model_6,0.1617,0.11864816
768,model_6,0.1241,0.15161797
769,model_6,0.2725,0.26698595
770,model_6,-0.0938,-0.060519967
771,model_6,0.1787,0.1364565
772,model_6,0.0769,0.053805757
773,model_6,0.6247,0.57301885
774,model_6,0.6025,0.60410047
775,model_6,0.2224,0.2608755
776,model_6,0.221,0.26823723
777,model_6,-0.0957,-0.12968017
778,model_6,0.6228,0.56364
779,model_6,0.1402,0.101397485
780,model_6,0.0785,0.06585665
781,model_6,0.4649,0.46506968
782,model_6,0.0534,0.07254655
783,model_6,0.0432,0.010620065
784,model_6,0.0857,0.11866671
785,model_6,0.1494,0.092465706
786,model_6,0.1702,0.14798626
787,model_6,0.0555,0.08334686
788,model_6,0.5607,0.55994743
789,model_6,0.2211,0.24402429
790,model_6,0.1829,0.18589601
791,model_6,0.0828,0.08261725
792,model_6,0.1185,0.13651685
793,model_6,0.4689,0.44948018
794,model_6,-0.0693,-0.0037459857
795,model_6,0.2431,0.2487241
796,model_6,0.33,0.27208027
797,model_6,0.24,0.16770798
798,model_6,0.4048,0.46200478
799,model_6,0.2911,0.28434125
800,model_6,0.3472,0.26176667
801,model_6,0.5212,0.52390224
802,model_6,-0.1166,-0.09023991
803,model_6,0.4418,0.430568
804,model_6,0.6453,0.6783466
805,model_6,1.0596,0.97855026
806,model_6,0.0343,0.04753561
807,model_6,-0.0838,-0.115786925
808,model_6,0.5552,0.62818795
809,model_6,0.3621,0.33641148
810,model_6,0.4155,0.4051372
811,model_6,0.038,0.06799116
812,model_6,0.1143,0.14267318
813,model_6,0.2364,0.21466462
814,model_6,0.0131,0.033322204
815,model_6,0.0897,0.11066357
816,model_6,-0.1081,-0.08470282
