,model,truevals,predvals
94,model_2,-0.1278,-0.118622005
95,model_2,0.0624,0.08822022
96,model_2,0.0442,0.055148922
97,model_2,0.6297,0.60973287
98,model_2,0.2852,0.26237833
99,model_2,0.0936,0.115567416
100,model_2,0.0606,0.03546507
101,model_2,0.1987,0.25002798
102,model_2,0.09,0.06166476
103,model_2,0.2364,0.23940422
104,model_2,0.4779,0.4540976
105,model_2,0.1909,0.23874201
106,model_2,0.1822,0.22519776
107,model_2,0.69,0.7077586
108,model_2,0.2662,0.19856864
109,model_2,0.1372,0.16033158
110,model_2,0.1736,0.20145829
111,model_2,0.696,0.6736401
112,model_2,0.2744,0.23330839
113,model_2,0.1972,0.16587569
114,model_2,0.2457,0.28900772
115,model_2,0.1107,0.12095338
116,model_2,0.3896,0.3777431
117,model_2,0.2898,0.29372233
118,model_2,-0.0475,-0.041718274
119,model_2,-0.1115,-0.053078692
120,model_2,0.0938,0.13244279
121,model_2,0.1639,0.17183356
122,model_2,0.6244,0.5913906
123,model_2,0.2373,0.21561728
124,model_2,0.3146,0.36217684
125,model_2,0.2164,0.2500445
126,model_2,0.1153,0.14552844
127,model_2,0.2167,0.21019544
128,model_2,-0.0591,0.00060535036
129,model_2,0.1402,0.12781458
130,model_2,0.1971,0.2614117
131,model_2,0.3754,0.36862466
132,model_2,0.3665,0.3840252
133,model_2,0.7798,0.7490268
134,model_2,0.3074,0.3381979
135,model_2,0.4226,0.39146903
136,model_2,0.0883,0.06670134
137,model_2,0.4308,0.44818226
138,model_2,0.3496,0.3687627
139,model_2,0.8872,0.8410991
140,model_2,0.0269,0.03005719
141,model_2,0.0201,0.031167647
142,model_2,0.0545,0.03362453
143,model_2,0.408,0.40919846
144,model_2,0.4498,0.40765563
145,model_2,0.5567,0.5506845
146,model_2,0.1679,0.19061701
147,model_2,0.3179,0.23197202
148,model_2,0.2809,0.23566596
149,model_2,0.0747,0.09328977
150,model_2,0.407,0.3783032
151,model_2,0.8929,0.8528622
152,model_2,0.2375,0.2546136
153,model_2,0.0772,0.09642004
154,model_2,-0.0934,-0.08194015
155,model_2,0.5798,0.59287965
156,model_2,0.0314,0.010543408
157,model_2,0.2242,0.23602392
158,model_2,0.0061,0.04345829
159,model_2,0.3947,0.38921753
160,model_2,0.0621,0.05102043
161,model_2,0.3024,0.29957813
162,model_2,-0.0431,-0.023860486
163,model_2,0.1099,0.110382125
164,model_2,0.1365,0.13070126
165,model_2,0.0725,0.07407951
166,model_2,-0.0899,-0.071358204
167,model_2,0.0829,0.1292799
168,model_2,0.1587,0.15468878
169,model_2,-0.1932,-0.14641422
170,model_2,0.3215,0.26083437
171,model_2,0.2174,0.27905235
172,model_2,0.1512,0.17073628
173,model_2,0.2669,0.2723173
174,model_2,0.8352,0.8157858
175,model_2,0.892,0.85200447
176,model_2,-0.0143,0.00798442
177,model_2,0.1767,0.1777892
178,model_2,0.1139,0.09850284
179,model_2,0.6466,0.62987447
180,model_2,-0.0505,-0.042845443
181,model_2,0.7133,0.731198
182,model_2,0.0452,0.06925666
183,model_2,-0.1859,-0.15534873
184,model_2,0.2571,0.2476391
185,model_2,0.2027,0.18368448
186,model_2,0.4073,0.39295325
187,model_2,0.5139,0.53757036
188,model_2,-0.0494,-0.04208454
189,model_2,0.112,0.09033839
190,model_2,0.4012,0.39612994
191,model_2,0.3709,0.30483058
192,model_2,-0.0446,-0.045567594
193,model_2,0.6359,0.6247883
194,model_2,0.2515,0.2659913
195,model_2,0.037,0.0019712877
196,model_2,0.1999,0.22359821
197,model_2,0.3295,0.29948956
198,model_2,0.0831,0.04969787
199,model_2,0.0657,0.075651616
200,model_2,-0.0492,-0.0294464
201,model_2,0.1556,0.15633127
202,model_2,0.2235,0.2229845
203,model_2,0.4035,0.3548914
204,model_2,-0.2038,-0.1644266
205,model_2,0.3139,0.26317677
206,model_2,0.6596,0.6359706
207,model_2,0.4091,0.38357553
208,model_2,0.0072,-0.0026560351
209,model_2,0.0985,0.04185836
210,model_2,-0.0895,0.085703574
211,model_2,0.0799,0.11269325
212,model_2,0.5198,0.51229626
213,model_2,0.1625,0.19335003
214,model_2,0.0867,0.085246995
215,model_2,0.0994,0.121671066
216,model_2,0.3815,0.38401493
217,model_2,0.5326,0.58264774
218,model_2,0.621,0.58612436
219,model_2,0.2191,0.28885612
220,model_2,0.1298,0.1556031
221,model_2,0.2678,0.13433655
222,model_2,0.0903,0.09072164
223,model_2,0.3403,0.3645438
224,model_2,1.0553,1.0643679
225,model_2,0.1953,0.19082575
226,model_2,0.4376,0.46067026
227,model_2,0.2136,0.19808446
228,model_2,0.7193,0.6853537
229,model_2,0.5463,0.51525795
230,model_2,0.1313,0.13165347
231,model_2,0.2144,0.27367058
232,model_2,0.0857,0.105524525
233,model_2,0.1052,0.1713364
234,model_2,0.0242,0.08940846
235,model_2,0.1174,0.07222821
236,model_2,0.0628,0.12118389
237,model_2,0.1227,0.15089819
238,model_2,0.068,0.06751302
239,model_2,0.4677,0.45038202
240,model_2,0.0784,0.13649337
241,model_2,0.0617,0.098219216
242,model_2,0.0255,0.08149266
243,model_2,0.3808,0.39255235
244,model_2,0.2358,0.30109587
245,model_2,-0.1035,-0.116181925
246,model_2,-0.0109,0.00047036447
247,model_2,0.1382,0.115753606
248,model_2,0.2491,0.21767604
249,model_2,0.31,0.22051197
250,model_2,0.331,0.3496513
251,model_2,0.0336,0.053413898
252,model_2,0.3975,0.39426842
253,model_2,0.3994,0.38714865
254,model_2,0.0091,-0.010534896
255,model_2,0.1408,0.13020782
256,model_2,0.4389,0.41920656
257,model_2,-0.0265,-0.053627692
258,model_2,0.0209,0.05328454
259,model_2,0.1397,0.12564342
260,model_2,0.2075,0.24185525
261,model_2,0.0072,0.04462661
262,model_2,0.1147,0.04872656
263,model_2,0.1494,0.13136765
264,model_2,0.8995,0.872609
265,model_2,0.4714,0.473124
266,model_2,0.1718,0.17093587
267,model_2,0.128,0.04555586
268,model_2,0.222,0.23223032
269,model_2,0.2756,0.33905593
270,model_2,0.7367,0.7374262
271,model_2,0.0059,0.029183472
272,model_2,0.2641,0.2605381
273,model_2,0.2558,0.25360197
274,model_2,0.3925,0.40242258
275,model_2,0.09,0.05973184
276,model_2,0.3312,0.37009948
277,model_2,0.0923,0.13618346
278,model_2,0.74,0.74526775
279,model_2,0.4446,0.4032065
280,model_2,0.3847,0.36428866
281,model_2,0.1489,0.16503058
282,model_2,0.1605,0.19714276
283,model_2,0.3687,0.33598703
284,model_2,0.2024,0.13979809
285,model_2,0.1016,0.09393809
286,model_2,0.3067,0.3142242
287,model_2,0.2185,0.22773992
288,model_2,0.3781,0.3852046
289,model_2,0.1113,0.12780222
290,model_2,-0.0748,-0.027768278
291,model_2,0.0462,0.015934726
292,model_2,0.1681,0.1690555
293,model_2,0.1543,0.19493349
294,model_2,0.8037,0.7977868
295,model_2,0.395,0.33017
296,model_2,0.8889,0.8735998
297,model_2,0.2505,0.20231047
298,model_2,0.1992,0.2029766
299,model_2,0.2787,0.24577178
300,model_2,0.1438,0.09747538
301,model_2,0.502,0.4402552
302,model_2,0.8745,0.85625374
303,model_2,0.4289,0.35090384
304,model_2,0.0447,0.03429471
305,model_2,-0.0261,0.021080041
306,model_2,0.1399,0.16353215
307,model_2,-0.1683,-0.19597532
308,model_2,0.0411,0.05464618
309,model_2,0.1003,0.07799004
310,model_2,0.0585,0.057935476
311,model_2,0.1376,0.11545718
312,model_2,0.0391,0.1275902
313,model_2,0.2753,0.28733703
314,model_2,0.0601,0.05986186
315,model_2,0.1261,0.14784175
316,model_2,0.2749,0.2507816
317,model_2,0.1857,0.29093987
318,model_2,0.0964,0.059762284
319,model_2,0.4942,0.49301955
320,model_2,0.2662,0.26387593
321,model_2,0.3008,0.22984396
322,model_2,0.0856,0.10730535
323,model_2,0.1389,0.19486868
324,model_2,0.3661,0.38399488
325,model_2,0.0594,0.06294964
326,model_2,0.3458,0.38449398
327,model_2,0.0687,0.07825325
328,model_2,0.3593,0.3916612
329,model_2,0.137,0.118992954
330,model_2,0.1341,0.15548997
331,model_2,0.151,0.16973749
332,model_2,0.1554,0.2378046
333,model_2,0.5598,0.5433911
334,model_2,-0.0274,0.0025125388
335,model_2,0.6533,0.636736
336,model_2,0.2517,0.14955626
337,model_2,0.0926,0.059157908
338,model_2,-0.0574,-0.05063854
339,model_2,0.2857,0.31492707
340,model_2,0.0515,0.07828221
341,model_2,0.3514,0.31781492
342,model_2,0.252,0.2878612
343,model_2,0.1008,0.06850496
344,model_2,0.0225,0.051587343
345,model_2,0.0394,-0.052905083
346,model_2,0.0743,0.16634616
347,model_2,0.187,0.20257434
348,model_2,-0.0037,0.02408724
349,model_2,0.0697,0.1080516
350,model_2,0.0024,0.04653068
351,model_2,0.7582,0.7202688
352,model_2,-0.0397,-0.05335331
353,model_2,0.0431,0.16953391
354,model_2,0.5601,0.54942745
355,model_2,0.2331,0.21108948
356,model_2,0.4086,0.43133527
357,model_2,0.0462,0.023978053
358,model_2,0.6001,0.63273877
359,model_2,0.1585,0.1545137
360,model_2,0.0796,0.13025261
361,model_2,0.172,0.17022389
362,model_2,0.1548,0.1550423
363,model_2,-0.0393,0.0037685465
364,model_2,0.1352,0.127669
365,model_2,0.0435,0.07450768
366,model_2,0.1,0.16470228
367,model_2,0.1049,0.11436796
368,model_2,0.1261,0.1051348
369,model_2,0.6819,0.68912655
370,model_2,0.7945,0.8264382
371,model_2,0.3399,0.3855119
372,model_2,0.2338,0.18191117
373,model_2,0.2269,0.32358745
374,model_2,0.5148,0.50503105
375,model_2,0.0329,0.08218168
376,model_2,0.3382,0.31983072
377,model_2,0.1607,0.21762966
378,model_2,0.0783,0.07920363
379,model_2,0.4299,0.41500852
380,model_2,0.3417,0.29597154
381,model_2,0.0644,0.0478149
382,model_2,0.1874,0.19663997
383,model_2,0.4444,0.46823362
384,model_2,0.1076,0.16476293
385,model_2,0.7568,0.76481825
386,model_2,0.7964,0.79510754
387,model_2,0.1392,0.097827256
388,model_2,0.1921,0.19200961
389,model_2,0.4004,0.34646234
390,model_2,0.5228,0.46649185
391,model_2,0.2043,0.17495666
392,model_2,0.0782,0.068126865
393,model_2,0.3981,0.32849607
394,model_2,0.0923,0.10204011
395,model_2,0.1557,0.23565929
396,model_2,0.1577,0.24460636
397,model_2,0.3898,0.3930772
398,model_2,0.4326,0.3996432
399,model_2,0.2068,0.20734517
400,model_2,-0.0641,-0.062431984
401,model_2,0.2673,0.26953068
402,model_2,0.2614,0.19697711
403,model_2,0.4236,0.42449442
404,model_2,0.4216,0.2951125
405,model_2,0.0039,0.010851776
406,model_2,0.2115,0.21942551
407,model_2,0.3192,0.31743982
408,model_2,0.1936,0.17855869
409,model_2,0.1521,0.18617828
410,model_2,0.9456,0.8900662
411,model_2,0.1815,0.20075296
412,model_2,0.038,0.00021606497
413,model_2,0.2374,0.290826
414,model_2,0.1278,0.1154926
415,model_2,0.2961,0.2335187
416,model_2,0.3698,0.34318516
417,model_2,0.0429,0.06033124
418,model_2,0.1916,0.21117647
419,model_2,0.7071,0.7105225
420,model_2,0.1587,0.24381249
421,model_2,0.0935,0.09568061
422,model_2,0.3822,0.38209537
423,model_2,0.4384,0.338521
424,model_2,0.2496,0.23428838
425,model_2,0.0946,0.075768486
426,model_2,0.1308,0.14382279
427,model_2,-0.0099,0.17391919
428,model_2,0.1972,0.1857628
429,model_2,0.157,0.14445245
430,model_2,0.2671,0.25559172
431,model_2,0.1013,0.0637835
432,model_2,0.0989,0.19083996
433,model_2,0.0766,0.1499585
434,model_2,0.1012,0.100952856
435,model_2,0.2133,0.21230687
436,model_2,0.0708,0.050004885
437,model_2,0.0181,-0.017090922
438,model_2,0.0122,0.018042197
439,model_2,0.2103,0.23502146
440,model_2,0.1885,0.18723093
441,model_2,-0.0396,0.03417007
442,model_2,0.0187,0.02711304
443,model_2,0.1929,0.17209959
444,model_2,0.1387,0.106928274
445,model_2,0.0165,0.03242284
446,model_2,0.2901,0.22539075
447,model_2,0.0601,0.07739908
448,model_2,0.5366,0.55694073
449,model_2,0.1732,0.16004223
450,model_2,0.0193,0.027845105
451,model_2,-0.1786,-0.16342185
452,model_2,0.2832,0.25114694
453,model_2,0.4806,0.43090484
454,model_2,0.6522,0.6252622
455,model_2,0.1207,0.08536701
456,model_2,0.3049,0.3405852
457,model_2,0.2049,0.19792639
458,model_2,0.1401,0.121069685
459,model_2,0.683,0.64774805
460,model_2,0.0571,0.026453516
461,model_2,0.6791,0.67520964
462,model_2,0.0824,0.119873405
463,model_2,0.0552,0.01616778
464,model_2,-0.0671,0.051246658
465,model_2,0.0288,0.036878496
466,model_2,0.1335,0.14271241
467,model_2,0.0382,0.0886922
468,model_2,0.4276,0.42763826
469,model_2,-0.0289,-0.048322745
470,model_2,0.2181,0.20888887
471,model_2,0.0106,0.024446925
472,model_2,-0.1842,-0.13578235
473,model_2,0.01,0.00072586536
474,model_2,0.2519,0.2587534
475,model_2,0.5574,0.5128487
476,model_2,0.471,0.50834817
477,model_2,0.5793,0.5386245
478,model_2,0.0751,0.03402514
479,model_2,0.0549,0.07352476
480,model_2,-0.1231,-0.084380075
481,model_2,0.3804,0.40712556
482,model_2,0.2664,0.31113452
483,model_2,0.031,0.038126662
484,model_2,0.0874,0.115295306
485,model_2,0.3037,0.3469168
486,model_2,0.3791,0.26346907
487,model_2,0.2324,0.2211104
488,model_2,0.3635,0.37731165
489,model_2,0.395,0.42446968
490,model_2,0.0645,0.08405059
491,model_2,0.0271,-0.013018163
492,model_2,0.2627,0.2781022
493,model_2,0.0887,0.14020748
494,model_2,0.2047,0.22744931
495,model_2,0.034,0.03796739
496,model_2,0.3421,0.33630076
497,model_2,0.3269,0.3250722
498,model_2,-0.006,-0.009296831
499,model_2,0.2316,0.23308219
500,model_2,0.2071,0.21971413
501,model_2,0.5018,0.5175508
502,model_2,0.3524,0.38077492
503,model_2,0.451,0.41920272
504,model_2,0.4261,0.40864825
505,model_2,0.1756,0.23356424
506,model_2,0.2647,0.27082297
507,model_2,0.3887,0.39480707
508,model_2,0.1819,0.11920768
509,model_2,0.2084,0.22014509
510,model_2,-0.0771,-0.054855973
511,model_2,0.0167,0.0039999094
512,model_2,0.1493,0.199129
513,model_2,0.1321,0.23766683
514,model_2,0.2606,0.2336962
515,model_2,0.3859,0.3991395
516,model_2,0.3265,0.31178966
517,model_2,0.1341,0.15406914
518,model_2,0.0887,0.09063207
519,model_2,0.3338,0.34579363
520,model_2,0.1151,0.08990222
521,model_2,0.1444,0.2124374
522,model_2,0.1779,0.21860656
523,model_2,-0.0053,0.039945394
524,model_2,0.3247,0.29356775
525,model_2,0.8948,0.8988735
526,model_2,0.2932,0.28172085
527,model_2,0.0862,0.123741314
528,model_2,0.5758,0.59653455
529,model_2,0.0271,0.026149182
530,model_2,0.1548,0.13592984
531,model_2,0.1415,0.30441204
532,model_2,0.1234,0.157358
533,model_2,0.1187,0.1255783
534,model_2,0.0769,0.074287504
535,model_2,0.0464,0.057421997
536,model_2,0.1216,0.13596515
537,model_2,0.3501,0.3409213
538,model_2,0.216,0.20532073
539,model_2,0.439,0.44421858
540,model_2,0.307,0.29814896
541,model_2,0.3651,0.39710906
542,model_2,0.3807,0.36876908
543,model_2,-0.1916,-0.15717673
544,model_2,0.1908,0.17978443
545,model_2,-0.0462,0.042100087
546,model_2,-0.0505,-0.018549697
547,model_2,0.4435,0.46821603
548,model_2,0.5313,0.55119246
549,model_2,0.0167,0.0019828808
550,model_2,0.0434,0.04685063
551,model_2,0.1337,0.14253272
552,model_2,0.969,0.94880444
553,model_2,0.2204,0.22194175
554,model_2,0.1229,0.115018725
555,model_2,-0.0462,-0.080007024
556,model_2,0.0578,0.08846451
557,model_2,0.3519,0.3578757
558,model_2,0.9655,0.9755271
559,model_2,-0.0981,-0.09280082
560,model_2,0.1246,0.1325821
561,model_2,0.7556,0.7450288
562,model_2,0.4195,0.44147402
563,model_2,-0.0871,-0.05767838
564,model_2,0.2512,0.28402567
565,model_2,0.1583,0.09224909
566,model_2,0.3908,0.43090233
567,model_2,0.2208,0.20991084
568,model_2,0.0368,-0.01081636
569,model_2,0.3757,0.38645646
570,model_2,0.0815,0.069231704
571,model_2,0.1276,0.1717477
572,model_2,0.3034,0.28259864
573,model_2,0.6166,0.6122282
574,model_2,0.0655,0.063721895
575,model_2,0.0029,-0.019692713
576,model_2,0.4797,0.46096176
577,model_2,0.2118,0.1812812
578,model_2,0.1921,0.18439184
579,model_2,0.332,0.30036873
580,model_2,0.4133,0.37664312
581,model_2,0.7797,0.7333768
582,model_2,0.1041,0.049210005
583,model_2,0.2709,0.31668416
584,model_2,-0.0555,-0.05621413
585,model_2,0.1385,0.1427673
586,model_2,0.0562,0.066022195
587,model_2,0.2844,0.23329489
588,model_2,0.2881,0.29160973
589,model_2,0.1092,0.08851997
590,model_2,0.5503,0.57222915
591,model_2,0.2216,0.25119826
592,model_2,0.2046,0.1579829
593,model_2,0.406,0.3707733
594,model_2,0.7724,0.77029955
595,model_2,0.1091,0.13235898
596,model_2,0.6962,0.70620614
597,model_2,-0.0485,0.048975155
598,model_2,-0.0599,0.055419147
599,model_2,-0.076,-0.082888454
600,model_2,0.1179,0.11585538
601,model_2,0.5081,0.51577955
602,model_2,0.3315,0.31357464
603,model_2,0.2623,0.2717134
604,model_2,0.1938,0.15627007
605,model_2,0.314,0.38197213
606,model_2,-0.0801,-0.10134479
607,model_2,0.1009,0.10080263
608,model_2,0.3551,0.3613753
609,model_2,0.153,0.013755092
610,model_2,0.2559,0.27174
611,model_2,0.2024,0.23039307
612,model_2,0.03,0.037916988
613,model_2,0.2319,0.21015832
614,model_2,0.0034,-0.028995898
615,model_2,0.0206,0.074432805
616,model_2,0.1494,0.13654195
617,model_2,0.8532,0.8339374
618,model_2,-0.0564,-0.023535656
619,model_2,-0.0499,-0.04288941
620,model_2,1.1149,1.1582655
621,model_2,-0.0019,-0.0067596007
622,model_2,0.3064,0.3015666
623,model_2,-0.0339,-0.049543478
624,model_2,0.3182,0.3169796
625,model_2,0.2744,0.27193752
626,model_2,0.4154,0.40524778
627,model_2,0.1947,0.28280532
628,model_2,0.0489,0.026111046
629,model_2,0.0224,-0.004008429
630,model_2,0.0982,0.10886912
631,model_2,0.0544,0.03590309
632,model_2,0.2342,0.18492271
633,model_2,0.4862,0.5272382
634,model_2,0.3874,0.39863023
635,model_2,0.0772,0.062134415
636,model_2,0.0587,0.02394061
637,model_2,0.5955,0.61051184
638,model_2,0.1503,0.14456157
639,model_2,0.172,0.122203216
640,model_2,0.0931,0.12454723
641,model_2,0.2157,0.17441799
642,model_2,0.2849,0.22206174
643,model_2,0.4719,0.50798184
644,model_2,0.4176,0.2258326
645,model_2,0.4579,0.47708932
646,model_2,0.4159,0.41067722
647,model_2,0.8342,0.8568743
648,model_2,0.0905,0.15557663
649,model_2,0.6247,0.6300778
650,model_2,0.3393,0.36651203
651,model_2,0.6266,0.614811
652,model_2,0.5577,0.5589978
653,model_2,0.2399,0.19575097
654,model_2,0.2094,0.23501994
655,model_2,0.1543,0.1572543
656,model_2,0.7775,0.7623094
657,model_2,0.2499,0.1477157
658,model_2,-0.0878,-0.048939414
659,model_2,0.4701,0.45559305
660,model_2,0.4016,0.24989991
661,model_2,0.0427,0.040556714
662,model_2,-0.1047,-0.043149002
663,model_2,0.2577,0.25311813
664,model_2,0.4925,0.4915643
665,model_2,0.1066,0.13195364
666,model_2,0.3636,0.3804751
667,model_2,-0.0344,-0.0114865545
668,model_2,0.1362,0.17389087
669,model_2,0.2301,0.21275793
670,model_2,0.7444,0.7624264
671,model_2,0.2985,0.30293652
672,model_2,0.5036,0.58291787
673,model_2,-0.0446,-0.0030498747
674,model_2,0.2211,0.19294508
675,model_2,0.2122,0.22340338
676,model_2,0.3038,0.32969135
677,model_2,0.2825,0.24995403
678,model_2,0.169,0.15247653
679,model_2,0.3098,0.35043967
680,model_2,0.1704,0.15439793
681,model_2,0.2319,0.16759421
682,model_2,0.0874,0.13915962
683,model_2,0.4624,0.42631066
684,model_2,0.0298,0.07128066
685,model_2,0.1836,0.15351434
686,model_2,0.2052,0.20780678
687,model_2,0.3052,0.30050382
688,model_2,0.0353,0.03743189
689,model_2,0.3946,0.43361664
690,model_2,0.1838,0.16746578
691,model_2,-0.0284,-0.007614957
692,model_2,0.1889,0.2339078
693,model_2,0.2465,0.2757525
694,model_2,0.3971,0.40814725
695,model_2,-0.0124,-0.043124788
696,model_2,0.1483,0.04937765
697,model_2,0.3929,0.40280026
698,model_2,0.0385,0.033407435
699,model_2,0.7409,0.7485468
700,model_2,0.4319,0.42266658
701,model_2,0.3547,0.38694647
702,model_2,0.4181,0.30414858
703,model_2,0.0931,0.09157181
704,model_2,0.2301,0.32118073
705,model_2,0.5099,0.51421005
706,model_2,0.1069,0.1453116
707,model_2,0.1407,0.21240558
708,model_2,0.0037,0.0061094295
709,model_2,0.4797,0.50106275
710,model_2,0.3761,0.45897916
711,model_2,0.2996,0.27386472
712,model_2,0.7375,0.70496196
713,model_2,0.0485,0.10662633
714,model_2,0.4683,0.31487134
715,model_2,0.3488,0.35616788
716,model_2,0.1223,0.108513966
717,model_2,0.0192,0.07891933
718,model_2,0.1933,0.13885744
719,model_2,0.2714,0.25349134
720,model_2,0.2649,0.29942572
721,model_2,0.0531,0.06298276
722,model_2,0.6831,0.7003986
723,model_2,0.2859,0.299311
724,model_2,0.6383,0.61996514
725,model_2,0.6986,0.69947463
726,model_2,0.1041,0.11120057
727,model_2,0.8284,0.8177654
728,model_2,0.2697,0.30701098
729,model_2,-0.0009,-0.021351168
730,model_2,0.6451,0.5944775
731,model_2,0.284,0.3087605
732,model_2,0.128,0.14664842
733,model_2,0.2157,0.14847122
734,model_2,0.0139,0.04740315
735,model_2,-0.0144,0.06674707
736,model_2,0.3147,0.26949087
737,model_2,0.4315,0.32335746
738,model_2,0.2161,0.23916699
739,model_2,0.3573,0.28902
740,model_2,0.796,0.8043328
741,model_2,0.2933,0.30010644
742,model_2,-0.0881,-0.074276336
743,model_2,0.1768,0.08002453
744,model_2,0.7058,0.62047684
745,model_2,0.2011,0.19653666
746,model_2,-0.0115,0.051989943
747,model_2,0.2119,0.21281518
748,model_2,0.4586,0.47272798
749,model_2,0.0233,0.054519385
750,model_2,0.0122,0.030963568
751,model_2,0.0983,0.13460119
752,model_2,0.2722,0.28097576
753,model_2,0.2299,0.17877737
754,model_2,0.4251,0.3793637
755,model_2,0.0889,0.12710308
756,model_2,0.5073,0.5173709
757,model_2,-0.046,-0.054342933
758,model_2,0.1097,0.103393406
759,model_2,0.2813,0.296447
760,model_2,0.0009,-0.03863711
761,model_2,0.42,0.42911837
762,model_2,0.1115,0.09938523
763,model_2,0.0718,0.10293807
764,model_2,0.354,0.35135007
765,model_2,0.0613,0.054443814
766,model_2,0.2332,0.29427
767,model_2,0.1617,0.1618963
768,model_2,0.1241,0.12840043
769,model_2,0.2725,0.29120776
770,model_2,-0.0938,-0.05898848
771,model_2,0.1787,0.16183457
772,model_2,0.0769,0.08072113
773,model_2,0.6247,0.6299898
774,model_2,0.6025,0.5910495
775,model_2,0.2224,0.21913874
776,model_2,0.221,0.21351038
777,model_2,-0.0957,-0.06878402
778,model_2,0.6228,0.6231593
779,model_2,0.1402,0.075302325
780,model_2,0.0785,0.07760111
781,model_2,0.4649,0.40800974
782,model_2,0.0534,0.0716308
783,model_2,0.0432,-0.034990266
784,model_2,0.0857,0.11625573
785,model_2,0.1494,0.15565678
786,model_2,0.1702,0.15612718
787,model_2,0.0555,0.059153095
788,model_2,0.5607,0.54790926
789,model_2,0.2211,0.25234118
790,model_2,0.1829,0.20634867
791,model_2,0.0828,0.10956387
792,model_2,0.1185,0.14009155
793,model_2,0.4689,0.44446412
794,model_2,-0.0693,-0.0073342863
795,model_2,0.2431,0.27292705
796,model_2,0.33,0.30101332
797,model_2,0.24,0.20643914
798,model_2,0.4048,0.41871446
799,model_2,0.2911,0.19588594
800,model_2,0.3472,0.2962214
801,model_2,0.5212,0.52938414
802,model_2,-0.1166,-0.10754532
803,model_2,0.4418,0.38294482
804,model_2,0.6453,0.6433109
805,model_2,1.0596,0.99414164
806,model_2,0.0343,0.03676285
807,model_2,-0.0838,-0.07735212
808,model_2,0.5552,0.5625505
809,model_2,0.3621,0.32664666
810,model_2,0.4155,0.4378272
811,model_2,0.038,0.06674018
812,model_2,0.1143,0.06382275
813,model_2,0.2364,0.24105732
814,model_2,0.0131,-0.009121299
815,model_2,0.0897,0.08996343
816,model_2,-0.1081,-0.092341386
