,model,truevals,predvals
167,model_6b,0.0829,0.09533532
168,model_6b,0.1587,0.16212733
169,model_6b,-0.1932,-0.1580312
170,model_6b,0.3215,0.26029012
171,model_6b,0.2174,0.22675088
172,model_6b,0.1512,0.12868814
173,model_6b,0.2669,0.29470623
174,model_6b,0.8352,0.8595785
175,model_6b,0.892,0.83011436
176,model_6b,-0.0143,0.036679484
177,model_6b,0.1767,0.25741974
178,model_6b,0.1139,0.118281916
179,model_6b,0.6466,0.6228754
180,model_6b,-0.0505,-0.03622628
181,model_6b,0.7133,0.68138397
182,model_6b,0.0452,0.06660474
183,model_6b,-0.1859,-0.18118349
184,model_6b,0.2571,0.21875098
185,model_6b,0.2027,0.20116861
186,model_6b,0.4073,0.36836904
187,model_6b,0.5139,0.5138273
188,model_6b,-0.0494,-0.071901254
189,model_6b,0.112,0.09267784
190,model_6b,0.4012,0.3637179
191,model_6b,0.3709,0.39901057
192,model_6b,-0.0446,-0.041175596
193,model_6b,0.6359,0.5798253
194,model_6b,0.2515,0.23933235
195,model_6b,0.037,0.042751387
196,model_6b,0.1999,0.18556324
197,model_6b,0.3295,0.31701407
198,model_6b,0.0831,0.05631854
199,model_6b,0.0657,0.009447984
200,model_6b,-0.0492,-0.025925867
201,model_6b,0.1556,0.15206185
202,model_6b,0.2235,0.14309146
203,model_6b,0.4035,0.36765203
204,model_6b,-0.2038,-0.17612639
205,model_6b,0.3139,0.2903535
206,model_6b,0.6596,0.6359906
207,model_6b,0.4091,0.42053893
208,model_6b,0.0072,0.05693032
209,model_6b,0.0985,0.09465917
210,model_6b,-0.0895,0.03801872
211,model_6b,0.0799,0.06374015
212,model_6b,0.5198,0.501873
213,model_6b,0.1625,0.17450792
214,model_6b,0.0867,0.1339741
215,model_6b,0.0994,0.11146194
216,model_6b,0.3815,0.30453774
217,model_6b,0.5326,0.55291706
218,model_6b,0.621,0.5881863
219,model_6b,0.2191,0.24253312
220,model_6b,0.1298,0.13308644
221,model_6b,0.2678,0.25431073
222,model_6b,0.0903,0.07227529
223,model_6b,0.3403,0.3090992
224,model_6b,1.0553,1.0220696
225,model_6b,0.1953,0.1581966
226,model_6b,0.4376,0.39307716
227,model_6b,0.2136,0.22460777
228,model_6b,0.7193,0.6709734
229,model_6b,0.5463,0.5332782
230,model_6b,0.1313,0.10742143
231,model_6b,0.2144,0.22029087
232,model_6b,0.0857,0.05849561
233,model_6b,0.1052,0.03961415
234,model_6b,0.0242,0.063969456
235,model_6b,0.1174,0.14244752
236,model_6b,0.0628,0.06379994
237,model_6b,0.1227,0.06897559
238,model_6b,0.068,0.117930256
239,model_6b,0.4677,0.460627
240,model_6b,0.0784,0.15794873
241,model_6b,0.0617,0.03456019
242,model_6b,0.0255,0.030034974
243,model_6b,0.3808,0.33709088
244,model_6b,0.2358,0.27982488
245,model_6b,-0.1035,-0.059167363
246,model_6b,-0.0109,-0.007644601
247,model_6b,0.1382,0.13537568
248,model_6b,0.2491,0.29971838
249,model_6b,0.31,0.28741154
250,model_6b,0.331,0.3400907
251,model_6b,0.0336,0.05518784
252,model_6b,0.3975,0.3946261
253,model_6b,0.3994,0.47577602
254,model_6b,0.0091,0.012973674
255,model_6b,0.1408,0.18234971
256,model_6b,0.4389,0.40692642
257,model_6b,-0.0265,-0.002215527
258,model_6b,0.0209,0.012696922
259,model_6b,0.1397,0.20559958
260,model_6b,0.2075,0.052958835
261,model_6b,0.0072,0.06841768
262,model_6b,0.1147,0.04719549
263,model_6b,0.1494,0.12863171
264,model_6b,0.8995,0.86582744
265,model_6b,0.4714,0.4579265
266,model_6b,0.1718,0.15745395
267,model_6b,0.128,0.09975685
268,model_6b,0.222,0.25451908
269,model_6b,0.2756,0.30455402
270,model_6b,0.7367,0.7429495
271,model_6b,0.0059,0.012831576
272,model_6b,0.2641,0.25512734
273,model_6b,0.2558,0.2395229
274,model_6b,0.3925,0.3791404
275,model_6b,0.09,0.10750421
276,model_6b,0.3312,0.3314257
277,model_6b,0.0923,0.09382458
278,model_6b,0.74,0.74758583
279,model_6b,0.4446,0.45335045
280,model_6b,0.3847,0.36395738
281,model_6b,0.1489,0.10099075
282,model_6b,0.1605,0.17609158
283,model_6b,0.3687,0.37821713
284,model_6b,0.2024,0.12224299
285,model_6b,0.1016,0.09280786
286,model_6b,0.3067,0.3071865
287,model_6b,0.2185,0.21536633
288,model_6b,0.3781,0.32213452
289,model_6b,0.1113,0.074792534
290,model_6b,-0.0748,-0.040566497
291,model_6b,0.0462,0.021561347
292,model_6b,0.1681,0.11200768
293,model_6b,0.1543,0.11762798
294,model_6b,0.8037,0.78374803
295,model_6b,0.395,0.34423903
296,model_6b,0.8889,0.896039
297,model_6b,0.2505,0.14939007
298,model_6b,0.1992,0.1768589
299,model_6b,0.2787,0.30716798
300,model_6b,0.1438,0.0799157
301,model_6b,0.502,0.40559265
302,model_6b,0.8745,0.86161745
303,model_6b,0.4289,0.3566171
304,model_6b,0.0447,0.022367973
305,model_6b,-0.0261,-0.043971457
306,model_6b,0.1399,0.14121261
307,model_6b,-0.1683,-0.20638219
308,model_6b,0.0411,0.045292776
309,model_6b,0.1003,0.11949826
310,model_6b,0.0585,-0.0066413432
311,model_6b,0.1376,0.11540291
312,model_6b,0.0391,0.037813924
313,model_6b,0.2753,0.19562435
314,model_6b,0.0601,0.03903184
315,model_6b,0.1261,0.09602227
316,model_6b,0.2749,0.3210925
317,model_6b,0.1857,0.17708147
318,model_6b,0.0964,0.04442957
319,model_6b,0.4942,0.50523585
320,model_6b,0.2662,0.10473937
321,model_6b,0.3008,0.25171897
322,model_6b,0.0856,0.075380445
323,model_6b,0.1389,0.24327499
324,model_6b,0.3661,0.34781083
325,model_6b,0.0594,0.05800075
326,model_6b,0.3458,0.35442606
327,model_6b,0.0687,0.08950451
328,model_6b,0.3593,0.35489333
329,model_6b,0.137,0.19911909
330,model_6b,0.1341,0.1412619
331,model_6b,0.151,0.15416801
332,model_6b,0.1554,0.20853153
333,model_6b,0.5598,0.5619833
334,model_6b,-0.0274,-0.022610463
335,model_6b,0.6533,0.6311436
336,model_6b,0.2517,0.22079894
337,model_6b,0.0926,0.024272539
338,model_6b,-0.0574,-0.019382425
339,model_6b,0.2857,0.29239446
340,model_6b,0.0515,0.08182505
341,model_6b,0.3514,0.34253338
342,model_6b,0.252,0.253168
343,model_6b,0.1008,0.10874099
344,model_6b,0.0225,0.06673943
345,model_6b,0.0394,0.069024526
346,model_6b,0.0743,0.09296566
347,model_6b,0.187,0.20828414
348,model_6b,-0.0037,0.03777667
349,model_6b,0.0697,0.029964812
350,model_6b,0.0024,0.029558413
351,model_6b,0.7582,0.7257141
352,model_6b,-0.0397,-0.03714227
353,model_6b,0.0431,0.09491733
354,model_6b,0.5601,0.5681341
355,model_6b,0.2331,0.20721248
356,model_6b,0.4086,0.41664752
357,model_6b,0.0462,0.021971554
358,model_6b,0.6001,0.6397253
359,model_6b,0.1585,0.15658247
360,model_6b,0.0796,0.066577256
361,model_6b,0.172,0.13834766
362,model_6b,0.1548,0.16689023
363,model_6b,-0.0393,-0.03648909
364,model_6b,0.1352,0.09704371
365,model_6b,0.0435,0.036489982
366,model_6b,0.1,0.038028806
367,model_6b,0.1049,0.12884094
368,model_6b,0.1261,0.09263002
369,model_6b,0.6819,0.66932833
370,model_6b,0.7945,0.7916643
371,model_6b,0.3399,0.25400564
372,model_6b,0.2338,0.17208207
373,model_6b,0.2269,0.337487
374,model_6b,0.5148,0.531732
375,model_6b,0.0329,0.01603236
376,model_6b,0.3382,0.36653036
377,model_6b,0.1607,0.25161204
378,model_6b,0.0783,0.0832551
379,model_6b,0.4299,0.5710838
380,model_6b,0.3417,0.29910818
381,model_6b,0.0644,0.060210563
382,model_6b,0.1874,0.2084111
383,model_6b,0.4444,0.4171472
384,model_6b,0.1076,0.13613617
385,model_6b,0.7568,0.7634247
386,model_6b,0.7964,0.7478441
387,model_6b,0.1392,0.0786358
388,model_6b,0.1921,0.2118389
389,model_6b,0.4004,0.32875636
390,model_6b,0.5228,0.48645875
391,model_6b,0.2043,0.19332042
392,model_6b,0.0782,0.0827995
393,model_6b,0.3981,0.3250907
394,model_6b,0.0923,0.09623077
395,model_6b,0.1557,0.10757201
396,model_6b,0.1577,0.13611278
397,model_6b,0.3898,0.36635295
398,model_6b,0.4326,0.4410062
399,model_6b,0.2068,0.1944927
400,model_6b,-0.0641,-0.072049
401,model_6b,0.2673,0.25065932
402,model_6b,0.2614,0.28589544
403,model_6b,0.4236,0.44626078
404,model_6b,0.4216,0.2503983
405,model_6b,0.0039,-0.03866703
406,model_6b,0.2115,0.30417413
407,model_6b,0.3192,0.3707618
408,model_6b,0.1936,0.16934991
409,model_6b,0.1521,0.12464836
410,model_6b,0.9456,0.9026496
411,model_6b,0.1815,0.12729286
412,model_6b,0.038,-0.01665727
413,model_6b,0.2374,0.21945754
414,model_6b,0.1278,0.11891671
415,model_6b,0.2961,0.290856
416,model_6b,0.3698,0.37509495
417,model_6b,0.0429,0.026198331
418,model_6b,0.1916,0.22474906
419,model_6b,0.7071,0.675781
420,model_6b,0.1587,0.19533128
421,model_6b,0.0935,0.11237583
422,model_6b,0.3822,0.37383854
423,model_6b,0.4384,0.3646532
424,model_6b,0.2496,0.41906753
425,model_6b,0.0946,0.052115116
426,model_6b,0.1308,0.004804969
427,model_6b,-0.0099,0.04370604
428,model_6b,0.1972,0.18976629
429,model_6b,0.157,0.12358494
430,model_6b,0.2671,0.25624305
431,model_6b,0.1013,0.041253492
432,model_6b,0.0989,0.14954148
433,model_6b,0.0766,0.048885457
434,model_6b,0.1012,0.0889691
435,model_6b,0.2133,0.19609672
436,model_6b,0.0708,0.05225915
437,model_6b,0.0181,0.029275794
438,model_6b,0.0122,-0.0018883124
439,model_6b,0.2103,0.31057587
440,model_6b,0.1885,0.18122819
441,model_6b,-0.0396,0.006301701
442,model_6b,0.0187,0.009410255
443,model_6b,0.1929,0.21169266
444,model_6b,0.1387,0.20879585
445,model_6b,0.0165,0.026881885
446,model_6b,0.2901,0.24995318
447,model_6b,0.0601,0.07113401
448,model_6b,0.5366,0.4346418
449,model_6b,0.1732,0.11377337
450,model_6b,0.0193,0.044802785
451,model_6b,-0.1786,-0.13867974
452,model_6b,0.2832,0.39368686
453,model_6b,0.4806,0.48050353
454,model_6b,0.6522,0.61278844
455,model_6b,0.1207,0.111098
456,model_6b,0.3049,0.2835087
457,model_6b,0.2049,0.19360384
458,model_6b,0.1401,0.12738022
459,model_6b,0.683,0.60165393
460,model_6b,0.0571,0.061306078
461,model_6b,0.6791,0.68389416
462,model_6b,0.0824,0.1067889
463,model_6b,0.0552,0.046161044
464,model_6b,-0.0671,-0.019598596
465,model_6b,0.0288,0.026616
466,model_6b,0.1335,0.105634585
467,model_6b,0.0382,0.06435797
468,model_6b,0.4276,0.3628145
469,model_6b,-0.0289,-0.05396489
470,model_6b,0.2181,0.23486245
471,model_6b,0.0106,-0.015320025
472,model_6b,-0.1842,-0.1313551
473,model_6b,0.01,0.024235647
474,model_6b,0.2519,0.25689954
475,model_6b,0.5574,0.5235096
476,model_6b,0.471,0.42347655
477,model_6b,0.5793,0.48944253
478,model_6b,0.0751,0.03408782
479,model_6b,0.0549,0.013344578
480,model_6b,-0.1231,-0.08885028
481,model_6b,0.3804,0.35905236
482,model_6b,0.2664,0.3945507
483,model_6b,0.031,0.0032683983
484,model_6b,0.0874,0.06447951
485,model_6b,0.3037,0.3391773
486,model_6b,0.3791,0.38373747
487,model_6b,0.2324,0.18211487
488,model_6b,0.3635,0.3116486
489,model_6b,0.395,0.35167927
490,model_6b,0.0645,0.07743162
491,model_6b,0.0271,0.086996555
492,model_6b,0.2627,0.23781675
493,model_6b,0.0887,0.10577001
494,model_6b,0.2047,0.16281311
495,model_6b,0.034,0.057131574
496,model_6b,0.3421,0.31776565
497,model_6b,0.3269,0.41329828
498,model_6b,-0.006,-0.025743403
499,model_6b,0.2316,0.21935537
500,model_6b,0.2071,0.22586206
501,model_6b,0.5018,0.47121432
502,model_6b,0.3524,0.38244364
503,model_6b,0.451,0.4587703
504,model_6b,0.4261,0.4362482
505,model_6b,0.1756,0.16093907
506,model_6b,0.2647,0.24104208
507,model_6b,0.3887,0.3900502
508,model_6b,0.1819,0.109375104
509,model_6b,0.2084,0.16123286
510,model_6b,-0.0771,-0.07340834
511,model_6b,0.0167,-0.025840975
512,model_6b,0.1493,0.17179286
513,model_6b,0.1321,0.17002349
514,model_6b,0.2606,0.21489617
515,model_6b,0.3859,0.37166062
516,model_6b,0.3265,0.35235026
517,model_6b,0.1341,0.17767298
518,model_6b,0.0887,0.070499964
519,model_6b,0.3338,0.36375454
520,model_6b,0.1151,0.12883139
521,model_6b,0.1444,0.15106723
522,model_6b,0.1779,0.1105175
523,model_6b,-0.0053,0.032232292
524,model_6b,0.3247,0.27546358
525,model_6b,0.8948,0.8978683
526,model_6b,0.2932,0.28962654
527,model_6b,0.0862,0.10637921
528,model_6b,0.5758,0.6097888
529,model_6b,0.0271,0.024803292
530,model_6b,0.1548,0.14943871
531,model_6b,0.1415,0.336588
532,model_6b,0.1234,0.13521427
533,model_6b,0.1187,0.12467165
534,model_6b,0.0769,0.097090855
535,model_6b,0.0464,0.055496845
536,model_6b,0.1216,0.11567956
537,model_6b,0.3501,0.40790763
538,model_6b,0.216,0.18088393
539,model_6b,0.439,0.4505426
540,model_6b,0.307,0.31237417
541,model_6b,0.3651,0.40832815
542,model_6b,0.3807,0.35882756
543,model_6b,-0.1916,-0.16391438
544,model_6b,0.1908,0.19536671
545,model_6b,-0.0462,0.027373374
546,model_6b,-0.0505,0.039879747
547,model_6b,0.4435,0.5130672
548,model_6b,0.5313,0.42387506
549,model_6b,0.0167,0.0294195
550,model_6b,0.0434,0.00888852
551,model_6b,0.1337,0.12818277
552,model_6b,0.969,0.9088219
553,model_6b,0.2204,0.18675369
554,model_6b,0.1229,0.08198118
555,model_6b,-0.0462,-0.066992976
556,model_6b,0.0578,0.025442112
557,model_6b,0.3519,0.3349901
558,model_6b,0.9655,0.98718035
559,model_6b,-0.0981,-0.12532923
560,model_6b,0.1246,0.114242174
561,model_6b,0.7556,0.7274
562,model_6b,0.4195,0.4859861
563,model_6b,-0.0871,-0.14710411
564,model_6b,0.2512,0.2092776
565,model_6b,0.1583,0.09532946
566,model_6b,0.3908,0.3952373
567,model_6b,0.2208,0.23687062
568,model_6b,0.0368,-0.0006488636
569,model_6b,0.3757,0.3961183
570,model_6b,0.0815,0.05900968
571,model_6b,0.1276,0.1341429
572,model_6b,0.3034,0.34068653
573,model_6b,0.6166,0.6152963
574,model_6b,0.0655,0.06752187
575,model_6b,0.0029,-0.041482396
576,model_6b,0.4797,0.48916665
577,model_6b,0.2118,0.25593585
578,model_6b,0.1921,0.16456324
579,model_6b,0.332,0.25666577
580,model_6b,0.4133,0.47148362
581,model_6b,0.7797,0.7840878
582,model_6b,0.1041,0.040844336
583,model_6b,0.2709,0.28491732
584,model_6b,-0.0555,-0.037651286
585,model_6b,0.1385,0.12958446
586,model_6b,0.0562,0.04736926
587,model_6b,0.2844,0.3132405
588,model_6b,0.2881,0.25820163
589,model_6b,0.1092,0.12672596
590,model_6b,0.5503,0.50909764
591,model_6b,0.2216,0.24964163
592,model_6b,0.2046,0.1852452
593,model_6b,0.406,0.41287455
594,model_6b,0.7724,0.7891812
595,model_6b,0.1091,0.01883918
596,model_6b,0.6962,0.67382246
597,model_6b,-0.0485,0.0151546225
598,model_6b,-0.0599,0.02918639
599,model_6b,-0.076,-0.05276776
600,model_6b,0.1179,0.09112154
601,model_6b,0.5081,0.47983518
602,model_6b,0.3315,0.300847
603,model_6b,0.2623,0.34187338
604,model_6b,0.1938,0.1383619
605,model_6b,0.314,0.37535498
606,model_6b,-0.0801,-0.099928744
607,model_6b,0.1009,0.059576374
608,model_6b,0.3551,0.3957717
609,model_6b,0.153,-0.03550273
610,model_6b,0.2559,0.2643611
611,model_6b,0.2024,0.3209697
612,model_6b,0.03,0.015437625
613,model_6b,0.2319,0.16847926
614,model_6b,0.0034,-0.030611567
615,model_6b,0.0206,0.06483079
616,model_6b,0.1494,0.17008014
617,model_6b,0.8532,0.8202536
618,model_6b,-0.0564,-0.06321778
619,model_6b,-0.0499,-0.08112941
620,model_6b,1.1149,1.0828696
621,model_6b,-0.0019,-0.017478935
622,model_6b,0.3064,0.3218255
623,model_6b,-0.0339,-0.010950834
624,model_6b,0.3182,0.3811704
625,model_6b,0.2744,0.32913542
626,model_6b,0.4154,0.46280923
627,model_6b,0.1947,0.23474702
628,model_6b,0.0489,0.0639282
629,model_6b,0.0224,0.008867018
630,model_6b,0.0982,0.12016763
631,model_6b,0.0544,0.0717942
632,model_6b,0.2342,0.16130383
633,model_6b,0.4862,0.5122071
634,model_6b,0.3874,0.35407886
635,model_6b,0.0772,0.07824376
636,model_6b,0.0587,0.06912942
637,model_6b,0.5955,0.6191411
638,model_6b,0.1503,0.16225277
639,model_6b,0.172,0.09050304
640,model_6b,0.0931,0.094274
641,model_6b,0.2157,0.20046687
642,model_6b,0.2849,0.2975135
643,model_6b,0.4719,0.48167494
644,model_6b,0.4176,0.20736529
645,model_6b,0.4579,0.42529216
646,model_6b,0.4159,0.44947293
647,model_6b,0.8342,0.7896606
648,model_6b,0.0905,0.22748205
649,model_6b,0.6247,0.5848408
650,model_6b,0.3393,0.31055441
651,model_6b,0.6266,0.66830266
652,model_6b,0.5577,0.5195922
653,model_6b,0.2399,0.21613082
654,model_6b,0.2094,0.19894022
655,model_6b,0.1543,0.22495338
656,model_6b,0.7775,0.74262834
657,model_6b,0.2499,0.25361437
658,model_6b,-0.0878,-0.048469983
659,model_6b,0.4701,0.44433302
660,model_6b,0.4016,0.3981805
661,model_6b,0.0427,0.044480905
662,model_6b,-0.1047,-0.13194284
663,model_6b,0.2577,0.23080751
664,model_6b,0.4925,0.3998132
665,model_6b,0.1066,0.09746042
666,model_6b,0.3636,0.31167418
667,model_6b,-0.0344,-0.014196955
668,model_6b,0.1362,0.1927188
669,model_6b,0.2301,0.14344025
670,model_6b,0.7444,0.7301755
671,model_6b,0.2985,0.29248783
672,model_6b,0.5036,0.68281543
673,model_6b,-0.0446,-0.04399415
674,model_6b,0.2211,0.19740063
675,model_6b,0.2122,0.23687783
676,model_6b,0.3038,0.3243381
677,model_6b,0.2825,0.2570171
678,model_6b,0.169,0.2203758
679,model_6b,0.3098,0.34978697
680,model_6b,0.1704,0.1535739
681,model_6b,0.2319,0.22129789
682,model_6b,0.0874,0.06579707
683,model_6b,0.4624,0.502278
684,model_6b,0.0298,0.021794982
685,model_6b,0.1836,0.15747201
686,model_6b,0.2052,0.2354872
687,model_6b,0.3052,0.3161056
688,model_6b,0.0353,0.03524493
689,model_6b,0.3946,0.39672384
690,model_6b,0.1838,0.16713378
691,model_6b,-0.0284,0.02044537
692,model_6b,0.1889,0.2112495
693,model_6b,0.2465,0.2446315
694,model_6b,0.3971,0.39854813
695,model_6b,-0.0124,-0.031188421
696,model_6b,0.1483,0.088804856
697,model_6b,0.3929,0.3958902
698,model_6b,0.0385,0.0582982
699,model_6b,0.7409,0.74036944
700,model_6b,0.4319,0.4772997
701,model_6b,0.3547,0.2798577
702,model_6b,0.4181,0.40409568
703,model_6b,0.0931,0.117373414
704,model_6b,0.2301,0.2689015
705,model_6b,0.5099,0.5149447
706,model_6b,0.1069,0.10420313
707,model_6b,0.1407,0.07639572
708,model_6b,0.0037,0.021402813
709,model_6b,0.4797,0.43249628
710,model_6b,0.3761,0.43281052
711,model_6b,0.2996,0.28211462
712,model_6b,0.7375,0.72250485
713,model_6b,0.0485,0.07172997
714,model_6b,0.4683,0.20387307
715,model_6b,0.3488,0.3687878
716,model_6b,0.1223,0.093669556
717,model_6b,0.0192,0.058028974
718,model_6b,0.1933,0.13337247
719,model_6b,0.2714,0.24232873
720,model_6b,0.2649,0.31260714
721,model_6b,0.0531,0.066161655
722,model_6b,0.6831,0.6540133
723,model_6b,0.2859,0.2982722
724,model_6b,0.6383,0.6221581
725,model_6b,0.6986,0.72465444
726,model_6b,0.1041,0.09882298
727,model_6b,0.8284,0.85179365
728,model_6b,0.2697,0.3409164
729,model_6b,-0.0009,-0.029455706
730,model_6b,0.6451,0.5605616
731,model_6b,0.284,0.2952369
732,model_6b,0.128,0.11516842
733,model_6b,0.2157,0.16191009
734,model_6b,0.0139,-0.0012131035
735,model_6b,-0.0144,0.08009207
736,model_6b,0.3147,0.3531675
737,model_6b,0.4315,0.35756448
738,model_6b,0.2161,0.23833594
739,model_6b,0.3573,0.2557851
740,model_6b,0.796,0.78035283
741,model_6b,0.2933,0.2278507
742,model_6b,-0.0881,-0.09481559
743,model_6b,0.1768,0.049021747
744,model_6b,0.7058,0.6720971
745,model_6b,0.2011,0.16029136
746,model_6b,-0.0115,-0.06677685
747,model_6b,0.2119,0.094105996
748,model_6b,0.4586,0.32786387
749,model_6b,0.0233,-0.032430075
750,model_6b,0.0122,0.0024110377
751,model_6b,0.0983,0.15833434
752,model_6b,0.2722,0.25867084
753,model_6b,0.2299,0.13913284
754,model_6b,0.4251,0.38588545
755,model_6b,0.0889,0.12458193
756,model_6b,0.5073,0.5031963
757,model_6b,-0.046,-0.033711076
758,model_6b,0.1097,0.1238295
759,model_6b,0.2813,0.2904326
760,model_6b,0.0009,0.014093436
761,model_6b,0.42,0.38805267
762,model_6b,0.1115,0.10694471
763,model_6b,0.0718,0.111026555
764,model_6b,0.354,0.3371435
765,model_6b,0.0613,0.063394435
766,model_6b,0.2332,0.23696718
767,model_6b,0.1617,0.1219167
768,model_6b,0.1241,0.11937146
769,model_6b,0.2725,0.2838326
770,model_6b,-0.0938,-0.065848894
