,model,truevals,predvals
61,model_4,0.5963,0.6639156
62,model_4,0.4225,0.43540356
63,model_4,0.142,0.19986485
64,model_4,0.1854,0.14672437
65,model_4,0.0249,0.022069605
66,model_4,0.2698,0.25061262
67,model_4,0.4806,0.5182284
68,model_4,0.6473,0.67320764
69,model_4,0.0937,0.13079579
70,model_4,0.2429,0.3282554
71,model_4,0.1974,0.21936657
72,model_4,0.2327,0.29711667
73,model_4,0.0672,0.07890414
74,model_4,0.7554,0.7524798
75,model_4,0.4633,0.40732154
76,model_4,0.5518,0.57094836
77,model_4,0.2451,0.39599332
78,model_4,0.4036,0.3331337
79,model_4,0.2338,0.2454017
80,model_4,0.0979,0.07913761
81,model_4,0.1907,0.16167425
82,model_4,0.0072,0.010875987
83,model_4,0.2432,0.283932
84,model_4,0.2318,0.28320158
85,model_4,-0.0746,-0.042355828
86,model_4,0.4221,0.4919577
87,model_4,0.1755,0.13597734
88,model_4,0.2446,0.214701
89,model_4,0.0904,0.13015364
90,model_4,0.0879,0.11097856
91,model_4,0.6955,0.6090125
92,model_4,0.0591,0.28903326
93,model_4,0.6959,0.7340534
94,model_4,-0.1278,-0.08641416
95,model_4,0.0624,0.16142794
96,model_4,0.0442,0.049553625
97,model_4,0.6297,0.61365384
98,model_4,0.2852,0.2884709
99,model_4,0.0936,0.09462941
100,model_4,0.0606,0.0451684
101,model_4,0.1987,0.24009295
102,model_4,0.09,0.082987644
103,model_4,0.2364,0.11314882
104,model_4,0.4779,0.44723466
105,model_4,0.1909,0.08048974
106,model_4,0.1822,0.19212973
107,model_4,0.69,0.70795345
108,model_4,0.2662,0.22089241
109,model_4,0.1372,0.16471562
110,model_4,0.1736,0.13757339
111,model_4,0.696,0.62629217
112,model_4,0.2744,0.3624788
113,model_4,0.1972,0.24126135
114,model_4,0.2457,0.24159591
115,model_4,0.1107,0.11094867
116,model_4,0.3896,0.33810464
117,model_4,0.2898,0.32957372
118,model_4,-0.0475,-0.019402808
119,model_4,-0.1115,0.0685571
120,model_4,0.0938,0.13688144
121,model_4,0.1639,0.16390951
122,model_4,0.6244,0.5974766
123,model_4,0.2373,0.2892219
124,model_4,0.3146,0.33282745
125,model_4,0.2164,0.24421676
126,model_4,0.1153,0.10903612
127,model_4,0.2167,0.21481642
128,model_4,-0.0591,-0.008705845
129,model_4,0.1402,0.15097332
130,model_4,0.1971,0.22233123
131,model_4,0.3754,0.42005625
132,model_4,0.3665,0.43818772
133,model_4,0.7798,0.7653537
134,model_4,0.3074,0.34409627
135,model_4,0.4226,0.40917665
136,model_4,0.0883,0.13711901
137,model_4,0.4308,0.4766462
138,model_4,0.3496,0.39104864
139,model_4,0.8872,0.8691932
140,model_4,0.0269,0.028892884
141,model_4,0.0201,-0.07069924
142,model_4,0.0545,0.057420067
143,model_4,0.408,0.40692523
144,model_4,0.4498,0.4136171
145,model_4,0.5567,0.64965355
146,model_4,0.1679,0.17434587
147,model_4,0.3179,0.22993429
148,model_4,0.2809,0.26512256
149,model_4,0.0747,0.07752165
150,model_4,0.407,0.41138068
151,model_4,0.8929,0.82488626
152,model_4,0.2375,0.23690434
153,model_4,0.0772,0.09041689
154,model_4,-0.0934,-0.21321498
155,model_4,0.5798,0.5299927
156,model_4,0.0314,-0.011698542
157,model_4,0.2242,0.17357458
158,model_4,0.0061,0.01926429
159,model_4,0.3947,0.33803335
160,model_4,0.0621,0.17363794
161,model_4,0.3024,0.28775766
162,model_4,-0.0431,-0.031178942
163,model_4,0.1099,0.0073040966
164,model_4,0.1365,0.13510387
165,model_4,0.0725,0.09638918
166,model_4,-0.0899,-0.068200976
167,model_4,0.0829,0.076245874
168,model_4,0.1587,0.13685773
169,model_4,-0.1932,-0.14397396
170,model_4,0.3215,0.3187056
171,model_4,0.2174,0.20563321
172,model_4,0.1512,0.09595999
173,model_4,0.2669,0.3059266
174,model_4,0.8352,0.8206866
175,model_4,0.892,0.8065549
176,model_4,-0.0143,-0.016022248
177,model_4,0.1767,0.30599713
178,model_4,0.1139,0.09509134
179,model_4,0.6466,0.6128472
180,model_4,-0.0505,0.023896145
181,model_4,0.7133,0.68966824
182,model_4,0.0452,0.05996467
183,model_4,-0.1859,-0.122210234
184,model_4,0.2571,0.23732851
185,model_4,0.2027,0.20347138
186,model_4,0.4073,0.33805838
187,model_4,0.5139,0.5382483
188,model_4,-0.0494,-0.111445814
189,model_4,0.112,0.13615777
190,model_4,0.4012,0.43143713
191,model_4,0.3709,0.2680205
192,model_4,-0.0446,0.031968012
193,model_4,0.6359,0.5776474
194,model_4,0.2515,0.27346274
195,model_4,0.037,0.021845842
196,model_4,0.1999,0.16730349
197,model_4,0.3295,0.27164224
198,model_4,0.0831,0.0010283086
199,model_4,0.0657,0.031087028
200,model_4,-0.0492,-0.05189003
201,model_4,0.1556,0.18588203
202,model_4,0.2235,0.08069903
203,model_4,0.4035,0.37068865
204,model_4,-0.2038,-0.14159717
205,model_4,0.3139,0.2926946
206,model_4,0.6596,0.65476155
207,model_4,0.4091,0.40350908
208,model_4,0.0072,-0.008073604
209,model_4,0.0985,0.06488769
210,model_4,-0.0895,0.0361887
211,model_4,0.0799,0.10618679
212,model_4,0.5198,0.48237985
213,model_4,0.1625,0.17192219
214,model_4,0.0867,0.14207469
215,model_4,0.0994,0.1293597
216,model_4,0.3815,0.38072684
217,model_4,0.5326,0.5984657
218,model_4,0.621,0.7023653
219,model_4,0.2191,0.22993772
220,model_4,0.1298,0.14769207
221,model_4,0.2678,0.19827887
222,model_4,0.0903,0.082460634
223,model_4,0.3403,0.3621755
224,model_4,1.0553,0.966011
225,model_4,0.1953,0.12998794
226,model_4,0.4376,0.25670585
227,model_4,0.2136,0.120921016
228,model_4,0.7193,0.69729185
229,model_4,0.5463,0.5486103
230,model_4,0.1313,0.07656291
231,model_4,0.2144,0.261076
232,model_4,0.0857,0.16104944
233,model_4,0.1052,0.0737308
234,model_4,0.0242,0.02883129
235,model_4,0.1174,0.1435698
236,model_4,0.0628,0.07666048
237,model_4,0.1227,0.09659711
238,model_4,0.068,0.130193
239,model_4,0.4677,0.41621655
240,model_4,0.0784,0.104217455
241,model_4,0.0617,0.082935765
242,model_4,0.0255,0.08418864
243,model_4,0.3808,0.42584014
244,model_4,0.2358,0.13139464
245,model_4,-0.1035,-0.089374304
246,model_4,-0.0109,0.0331252
247,model_4,0.1382,0.13482393
248,model_4,0.2491,0.2576188
249,model_4,0.31,0.16589458
250,model_4,0.331,0.32088366
251,model_4,0.0336,0.039771385
252,model_4,0.3975,0.34394786
253,model_4,0.3994,0.5025487
254,model_4,0.0091,0.042113967
255,model_4,0.1408,0.14463815
256,model_4,0.4389,0.41147992
257,model_4,-0.0265,-0.04009424
258,model_4,0.0209,0.050198823
259,model_4,0.1397,0.13727368
260,model_4,0.2075,0.038178302
261,model_4,0.0072,0.12827046
262,model_4,0.1147,0.016997362
263,model_4,0.1494,0.15232863
264,model_4,0.8995,0.88634235
265,model_4,0.4714,0.44738606
266,model_4,0.1718,0.1122805
267,model_4,0.128,0.10826266
268,model_4,0.222,0.19266868
269,model_4,0.2756,0.38292247
270,model_4,0.7367,0.70381844
271,model_4,0.0059,0.07181592
272,model_4,0.2641,0.29198244
273,model_4,0.2558,0.256962
274,model_4,0.3925,0.40268466
275,model_4,0.09,0.018499227
276,model_4,0.3312,0.29371142
277,model_4,0.0923,0.09302825
278,model_4,0.74,0.76960033
279,model_4,0.4446,0.494805
280,model_4,0.3847,0.43810332
281,model_4,0.1489,0.13604094
282,model_4,0.1605,0.18606907
283,model_4,0.3687,0.41804394
284,model_4,0.2024,0.15533563
285,model_4,0.1016,0.12040584
286,model_4,0.3067,0.32278794
287,model_4,0.2185,0.26770535
288,model_4,0.3781,0.37362644
289,model_4,0.1113,0.109579355
290,model_4,-0.0748,-0.04440619
291,model_4,0.0462,0.06261578
292,model_4,0.1681,0.1433304
293,model_4,0.1543,0.22661364
294,model_4,0.8037,0.7088437
295,model_4,0.395,0.37130702
296,model_4,0.8889,0.7891619
297,model_4,0.2505,0.23960973
298,model_4,0.1992,0.22293627
299,model_4,0.2787,0.31746238
300,model_4,0.1438,0.044525005
301,model_4,0.502,0.43729517
302,model_4,0.8745,0.84861517
303,model_4,0.4289,0.36348552
304,model_4,0.0447,0.015758427
305,model_4,-0.0261,-0.045461282
306,model_4,0.1399,0.14782079
307,model_4,-0.1683,-0.15606333
308,model_4,0.0411,0.05209516
309,model_4,0.1003,0.084556386
310,model_4,0.0585,0.057389468
311,model_4,0.1376,0.180329
312,model_4,0.0391,0.083934136
313,model_4,0.2753,0.1522839
314,model_4,0.0601,0.06294199
315,model_4,0.1261,0.14055279
316,model_4,0.2749,0.19236045
317,model_4,0.1857,0.06459182
318,model_4,0.0964,0.10863741
319,model_4,0.4942,0.47209176
320,model_4,0.2662,0.10876474
321,model_4,0.3008,0.23666595
322,model_4,0.0856,0.083396904
323,model_4,0.1389,0.20692246
324,model_4,0.3661,0.34372738
325,model_4,0.0594,0.021994585
326,model_4,0.3458,0.44272408
327,model_4,0.0687,0.074298516
328,model_4,0.3593,0.30016324
329,model_4,0.137,0.08243079
330,model_4,0.1341,0.17455523
331,model_4,0.151,0.20994721
332,model_4,0.1554,0.23634036
333,model_4,0.5598,0.56883657
334,model_4,-0.0274,0.038606957
335,model_4,0.6533,0.6383357
336,model_4,0.2517,0.05994317
337,model_4,0.0926,-0.04021427
338,model_4,-0.0574,-0.037326217
339,model_4,0.2857,0.27157292
340,model_4,0.0515,0.005731771
341,model_4,0.3514,0.29494685
342,model_4,0.252,0.26081643
343,model_4,0.1008,0.099580735
344,model_4,0.0225,0.046940863
345,model_4,0.0394,0.092923805
346,model_4,0.0743,0.061533988
347,model_4,0.187,0.15599231
348,model_4,-0.0037,-0.0041590314
349,model_4,0.0697,0.04668758
350,model_4,0.0024,0.008333089
351,model_4,0.7582,0.73996687
352,model_4,-0.0397,-0.012296496
353,model_4,0.0431,0.097154446
354,model_4,0.5601,0.5655732
355,model_4,0.2331,0.19606364
356,model_4,0.4086,0.36134195
357,model_4,0.0462,0.044091314
358,model_4,0.6001,0.6421924
359,model_4,0.1585,0.18567693
360,model_4,0.0796,0.11334959
361,model_4,0.172,0.13613729
362,model_4,0.1548,0.23508723
363,model_4,-0.0393,-0.011711968
364,model_4,0.1352,0.09816086
365,model_4,0.0435,0.07563154
366,model_4,0.1,0.030227529
367,model_4,0.1049,0.084280044
368,model_4,0.1261,0.21282378
369,model_4,0.6819,0.6731405
370,model_4,0.7945,0.7291783
371,model_4,0.3399,0.34861007
372,model_4,0.2338,0.21599601
373,model_4,0.2269,0.31357142
374,model_4,0.5148,0.48068354
375,model_4,0.0329,0.054013312
376,model_4,0.3382,0.3158796
377,model_4,0.1607,0.28141838
378,model_4,0.0783,0.06981801
379,model_4,0.4299,0.44574973
380,model_4,0.3417,0.26021585
381,model_4,0.0644,0.04819987
382,model_4,0.1874,0.1719389
383,model_4,0.4444,0.49510756
384,model_4,0.1076,0.14767264
385,model_4,0.7568,0.76442754
386,model_4,0.7964,0.82905036
387,model_4,0.1392,0.1512769
388,model_4,0.1921,0.23761679
389,model_4,0.4004,0.4256507
390,model_4,0.5228,0.47000137
391,model_4,0.2043,0.14253232
392,model_4,0.0782,0.051647797
393,model_4,0.3981,0.3889784
394,model_4,0.0923,0.06770706
395,model_4,0.1557,0.15428887
396,model_4,0.1577,0.21725409
397,model_4,0.3898,0.38643938
398,model_4,0.4326,0.48139727
399,model_4,0.2068,0.20676862
400,model_4,-0.0641,-0.058145165
401,model_4,0.2673,0.2589036
402,model_4,0.2614,0.2611032
403,model_4,0.4236,0.49499026
404,model_4,0.4216,0.2725024
405,model_4,0.0039,-0.042414702
406,model_4,0.2115,0.35763684
407,model_4,0.3192,0.3185192
408,model_4,0.1936,0.22597633
409,model_4,0.1521,0.1809097
410,model_4,0.9456,0.9225823
411,model_4,0.1815,0.06635243
412,model_4,0.038,0.059119366
413,model_4,0.2374,0.25765654
414,model_4,0.1278,0.0993963
415,model_4,0.2961,0.18649459
416,model_4,0.3698,0.3974544
417,model_4,0.0429,-0.038417347
418,model_4,0.1916,0.30580172
419,model_4,0.7071,0.63932145
420,model_4,0.1587,0.19955042
421,model_4,0.0935,0.09327722
422,model_4,0.3822,0.3885412
423,model_4,0.4384,0.18989752
424,model_4,0.2496,0.33093703
425,model_4,0.0946,0.08044328
426,model_4,0.1308,0.021658206
427,model_4,-0.0099,0.051266298
428,model_4,0.1972,0.17918746
429,model_4,0.157,0.17913406
430,model_4,0.2671,0.21797255
431,model_4,0.1013,-0.017520426
432,model_4,0.0989,0.19043739
433,model_4,0.0766,0.12111023
434,model_4,0.1012,0.114307165
435,model_4,0.2133,0.13889818
436,model_4,0.0708,0.1133274
437,model_4,0.0181,0.05428888
438,model_4,0.0122,0.03540331
439,model_4,0.2103,0.32399693
440,model_4,0.1885,0.20429887
441,model_4,-0.0396,-0.11602852
442,model_4,0.0187,0.029446015
443,model_4,0.1929,0.18850555
444,model_4,0.1387,0.082447186
445,model_4,0.0165,0.062430114
446,model_4,0.2901,0.17108977
447,model_4,0.0601,0.06862248
448,model_4,0.5366,0.4118199
449,model_4,0.1732,0.072686315
450,model_4,0.0193,0.05092922
451,model_4,-0.1786,-0.12076687
452,model_4,0.2832,0.33331546
453,model_4,0.4806,0.46427366
454,model_4,0.6522,0.58576345
455,model_4,0.1207,0.13841851
456,model_4,0.3049,0.3189866
457,model_4,0.2049,0.20514934
458,model_4,0.1401,0.11542246
459,model_4,0.683,0.6458939
460,model_4,0.0571,0.06159628
461,model_4,0.6791,0.7130132
462,model_4,0.0824,0.15910776
463,model_4,0.0552,0.07827357
464,model_4,-0.0671,0.025607983
465,model_4,0.0288,0.040924616
466,model_4,0.1335,0.13676454
467,model_4,0.0382,0.0490779
468,model_4,0.4276,0.43302152
469,model_4,-0.0289,-0.07862599
470,model_4,0.2181,0.21174403
471,model_4,0.0106,0.023189606
472,model_4,-0.1842,-0.18115278
473,model_4,0.01,-0.022912702
474,model_4,0.2519,0.31887445
475,model_4,0.5574,0.5365471
476,model_4,0.471,0.5380925
477,model_4,0.5793,0.5342964
478,model_4,0.0751,0.043223284
479,model_4,0.0549,0.038699873
480,model_4,-0.1231,-0.13773793
481,model_4,0.3804,0.38685295
482,model_4,0.2664,0.36902878
483,model_4,0.031,-0.020283906
484,model_4,0.0874,0.089653015
485,model_4,0.3037,0.38999695
486,model_4,0.3791,0.2738084
487,model_4,0.2324,0.28324342
488,model_4,0.3635,0.32841632
489,model_4,0.395,0.4473025
490,model_4,0.0645,0.08824738
491,model_4,0.0271,0.1388772
492,model_4,0.2627,0.31491473
493,model_4,0.0887,0.10053069
494,model_4,0.2047,0.06281723
495,model_4,0.034,0.035484858
496,model_4,0.3421,0.37085336
497,model_4,0.3269,0.386101
498,model_4,-0.006,0.036884442
499,model_4,0.2316,0.14043516
500,model_4,0.2071,0.21737614
501,model_4,0.5018,0.504583
502,model_4,0.3524,0.38773996
503,model_4,0.451,0.48111314
504,model_4,0.4261,0.471102
505,model_4,0.1756,0.13131164
506,model_4,0.2647,0.17473112
507,model_4,0.3887,0.413489
508,model_4,0.1819,0.20090212
509,model_4,0.2084,0.15704083
510,model_4,-0.0771,-0.015226735
511,model_4,0.0167,0.16560613
512,model_4,0.1493,0.2164328
513,model_4,0.1321,0.18986964
514,model_4,0.2606,0.20463686
515,model_4,0.3859,0.3704255
516,model_4,0.3265,0.28255805
517,model_4,0.1341,0.19827893
518,model_4,0.0887,0.10708083
519,model_4,0.3338,0.33113486
520,model_4,0.1151,0.108688116
521,model_4,0.1444,0.10553436
522,model_4,0.1779,0.15052369
523,model_4,-0.0053,0.0071864296
524,model_4,0.3247,0.2916031
525,model_4,0.8948,0.8664602
526,model_4,0.2932,0.15149753
527,model_4,0.0862,0.13258997
528,model_4,0.5758,0.64388
529,model_4,0.0271,0.025491016
530,model_4,0.1548,-0.03694451
531,model_4,0.1415,0.39654818
532,model_4,0.1234,0.057823524
533,model_4,0.1187,0.100289926
534,model_4,0.0769,0.097397715
535,model_4,0.0464,0.038698994
536,model_4,0.1216,0.1076905
537,model_4,0.3501,0.27624536
538,model_4,0.216,0.15319897
539,model_4,0.439,0.46627602
540,model_4,0.307,0.33659694
541,model_4,0.3651,0.3673472
542,model_4,0.3807,0.36516348
543,model_4,-0.1916,-0.14118549
544,model_4,0.1908,0.2603309
545,model_4,-0.0462,0.039933354
546,model_4,-0.0505,-0.02746324
547,model_4,0.4435,0.50995153
548,model_4,0.5313,0.4515393
549,model_4,0.0167,0.030450823
550,model_4,0.0434,0.037001535
551,model_4,0.1337,0.13582723
552,model_4,0.969,0.88983214
553,model_4,0.2204,0.22890872
554,model_4,0.1229,0.059537955
555,model_4,-0.0462,-0.027200265
556,model_4,0.0578,0.0056952033
557,model_4,0.3519,0.3681673
558,model_4,0.9655,0.92026114
559,model_4,-0.0981,-0.12841581
560,model_4,0.1246,0.1354273
561,model_4,0.7556,0.77052736
562,model_4,0.4195,0.38668397
563,model_4,-0.0871,-0.19413401
564,model_4,0.2512,0.23294465
565,model_4,0.1583,0.08810733
566,model_4,0.3908,0.42892185
567,model_4,0.2208,0.2548414
568,model_4,0.0368,0.06374744
569,model_4,0.3757,0.37104112
570,model_4,0.0815,0.106536485
571,model_4,0.1276,0.110327974
572,model_4,0.3034,0.33351496
573,model_4,0.6166,0.5914004
574,model_4,0.0655,0.0654138
575,model_4,0.0029,0.021193909
576,model_4,0.4797,0.46805802
577,model_4,0.2118,0.17721768
578,model_4,0.1921,0.15690242
579,model_4,0.332,0.42376336
580,model_4,0.4133,0.426375
581,model_4,0.7797,0.7548908
582,model_4,0.1041,0.08261512
583,model_4,0.2709,0.27454853
584,model_4,-0.0555,-0.055354342
585,model_4,0.1385,0.21347836
586,model_4,0.0562,0.015936071
587,model_4,0.2844,0.3139061
588,model_4,0.2881,0.27048314
589,model_4,0.1092,0.17848888
590,model_4,0.5503,0.5646934
591,model_4,0.2216,0.28202173
592,model_4,0.2046,0.18751998
593,model_4,0.406,0.394571
594,model_4,0.7724,0.7778077
595,model_4,0.1091,0.10354173
596,model_4,0.6962,0.69914955
597,model_4,-0.0485,0.037353806
598,model_4,-0.0599,-0.015312476
599,model_4,-0.076,-0.06671105
600,model_4,0.1179,0.104004234
601,model_4,0.5081,0.45268473
602,model_4,0.3315,0.38200966
603,model_4,0.2623,0.2537805
604,model_4,0.1938,0.12395786
605,model_4,0.314,0.34260723
606,model_4,-0.0801,-0.08960234
607,model_4,0.1009,0.048428707
608,model_4,0.3551,0.29253903
609,model_4,0.153,0.0021148939
610,model_4,0.2559,0.31480178
611,model_4,0.2024,0.22323446
612,model_4,0.03,0.012457939
613,model_4,0.2319,0.2247962
614,model_4,0.0034,-0.0116859805
615,model_4,0.0206,0.13803507
616,model_4,0.1494,0.15999514
617,model_4,0.8532,0.86195457
618,model_4,-0.0564,-0.063839085
619,model_4,-0.0499,-0.09058883
620,model_4,1.1149,1.1759876
621,model_4,-0.0019,0.002680475
622,model_4,0.3064,0.27882618
623,model_4,-0.0339,-0.005508838
624,model_4,0.3182,0.26819253
625,model_4,0.2744,0.30023915
626,model_4,0.4154,0.45308092
627,model_4,0.1947,0.24773915
628,model_4,0.0489,0.037439473
629,model_4,0.0224,0.015025953
630,model_4,0.0982,0.12758465
631,model_4,0.0544,0.07941608
632,model_4,0.2342,0.12849009
633,model_4,0.4862,0.46728745
634,model_4,0.3874,0.4442383
635,model_4,0.0772,0.081237555
636,model_4,0.0587,0.024798976
637,model_4,0.5955,0.6056227
638,model_4,0.1503,0.16116066
639,model_4,0.172,0.029953519
640,model_4,0.0931,0.09858257
641,model_4,0.2157,0.17434587
642,model_4,0.2849,0.2440935
643,model_4,0.4719,0.45248035
644,model_4,0.4176,0.10401033
645,model_4,0.4579,0.4397315
646,model_4,0.4159,0.43458393
647,model_4,0.8342,0.8294277
648,model_4,0.0905,0.117993474
649,model_4,0.6247,0.5864179
650,model_4,0.3393,0.37400168
651,model_4,0.6266,0.6592467
652,model_4,0.5577,0.57528436
653,model_4,0.2399,0.2689961
654,model_4,0.2094,0.29293585
655,model_4,0.1543,0.2075525
656,model_4,0.7775,0.6880534
657,model_4,0.2499,0.29975933
658,model_4,-0.0878,-0.0732112
659,model_4,0.4701,0.4467169
660,model_4,0.4016,0.3012338
661,model_4,0.0427,0.05633746
662,model_4,-0.1047,-0.11611241
663,model_4,0.2577,0.35363194
664,model_4,0.4925,0.4385666
665,model_4,0.1066,0.106711954
666,model_4,0.3636,0.29015195
667,model_4,-0.0344,0.011259796
668,model_4,0.1362,0.22191961
669,model_4,0.2301,0.21508147
670,model_4,0.7444,0.77469516
671,model_4,0.2985,0.37615514
672,model_4,0.5036,0.63599074
673,model_4,-0.0446,-0.013501523
674,model_4,0.2211,0.2718695
675,model_4,0.2122,0.26381472
676,model_4,0.3038,0.37648746
677,model_4,0.2825,0.2003996
678,model_4,0.169,0.10866876
679,model_4,0.3098,0.27939513
680,model_4,0.1704,0.15018357
681,model_4,0.2319,0.1533924
682,model_4,0.0874,0.10522718
683,model_4,0.4624,0.49088696
684,model_4,0.0298,0.026302056
685,model_4,0.1836,0.21323544
686,model_4,0.2052,0.18406333
687,model_4,0.3052,0.24664642
688,model_4,0.0353,0.016902724
689,model_4,0.3946,0.32067212
690,model_4,0.1838,0.18268977
691,model_4,-0.0284,0.033746563
692,model_4,0.1889,0.2514332
693,model_4,0.2465,0.2097416
694,model_4,0.3971,0.3576775
695,model_4,-0.0124,-0.03212464
696,model_4,0.1483,0.050107814
697,model_4,0.3929,0.38941818
698,model_4,0.0385,0.054008335
699,model_4,0.7409,0.7391299
700,model_4,0.4319,0.41315666
701,model_4,0.3547,0.32840917
702,model_4,0.4181,0.2995393
703,model_4,0.0931,0.17944588
704,model_4,0.2301,0.28681827
705,model_4,0.5099,0.59508204
706,model_4,0.1069,0.11609553
707,model_4,0.1407,0.10199669
708,model_4,0.0037,-0.009091554
709,model_4,0.4797,0.4443967
710,model_4,0.3761,0.16038443
711,model_4,0.2996,0.25427392
712,model_4,0.7375,0.7569191
713,model_4,0.0485,0.12703256
714,model_4,0.4683,0.41011533
715,model_4,0.3488,0.4177403
716,model_4,0.1223,0.1204686
717,model_4,0.0192,0.06532558
718,model_4,0.1933,0.20823483
719,model_4,0.2714,0.2533708
720,model_4,0.2649,0.2945158
721,model_4,0.0531,0.07754934
722,model_4,0.6831,0.65617406
723,model_4,0.2859,0.32413504
724,model_4,0.6383,0.68504655
725,model_4,0.6986,0.6954316
726,model_4,0.1041,0.1176043
727,model_4,0.8284,0.8164981
728,model_4,0.2697,0.37182564
729,model_4,-0.0009,-0.018991029
730,model_4,0.6451,0.55526745
731,model_4,0.284,0.22825523
732,model_4,0.128,0.14746645
733,model_4,0.2157,0.32184243
734,model_4,0.0139,-0.032490022
735,model_4,-0.0144,0.13085093
736,model_4,0.3147,0.28463814
737,model_4,0.4315,0.4298289
738,model_4,0.2161,0.23213321
739,model_4,0.3573,0.27772662
740,model_4,0.796,0.79295284
741,model_4,0.2933,0.19903596
742,model_4,-0.0881,-0.110830545
743,model_4,0.1768,0.09243749
744,model_4,0.7058,0.70054215
745,model_4,0.2011,0.15663517
746,model_4,-0.0115,0.029085787
747,model_4,0.2119,0.05306208
748,model_4,0.4586,0.37197322
749,model_4,0.0233,0.0532334
750,model_4,0.0122,0.058868162
751,model_4,0.0983,0.14952794
752,model_4,0.2722,0.26260385
753,model_4,0.2299,0.2290279
754,model_4,0.4251,0.386205
755,model_4,0.0889,0.10168351
756,model_4,0.5073,0.5444784
757,model_4,-0.046,-0.11969559
758,model_4,0.1097,0.09055224
759,model_4,0.2813,0.27116576
760,model_4,0.0009,0.01789322
761,model_4,0.42,0.36046484
762,model_4,0.1115,0.16826202
763,model_4,0.0718,0.065515235
764,model_4,0.354,0.33047876
765,model_4,0.0613,0.09489482
766,model_4,0.2332,0.24463578
767,model_4,0.1617,0.149888
768,model_4,0.1241,0.07572281
769,model_4,0.2725,0.3231641
770,model_4,-0.0938,-0.07064663
771,model_4,0.1787,0.21405849
772,model_4,0.0769,0.01664062
773,model_4,0.6247,0.5698823
774,model_4,0.6025,0.49634507
775,model_4,0.2224,0.22525017
776,model_4,0.221,0.2125284
777,model_4,-0.0957,-0.07930273
778,model_4,0.6228,0.579132
779,model_4,0.1402,0.1310015
780,model_4,0.0785,0.069121
781,model_4,0.4649,0.47101787
782,model_4,0.0534,0.07955623
783,model_4,0.0432,0.03870695
784,model_4,0.0857,0.114373565
785,model_4,0.1494,0.052098498
786,model_4,0.1702,0.16893828
787,model_4,0.0555,0.15599467
788,model_4,0.5607,0.6354976
789,model_4,0.2211,0.112600654
790,model_4,0.1829,0.20193812
791,model_4,0.0828,0.091743544
792,model_4,0.1185,0.12915517
793,model_4,0.4689,0.46028963
794,model_4,-0.0693,-0.02923934
795,model_4,0.2431,0.20824964
796,model_4,0.33,0.38180187
797,model_4,0.24,0.27563155
798,model_4,0.4048,0.46820852
799,model_4,0.2911,0.21243194
800,model_4,0.3472,0.22081824
801,model_4,0.5212,0.49173465
802,model_4,-0.1166,-0.02850346
803,model_4,0.4418,0.44187632
804,model_4,0.6453,0.58371484
805,model_4,1.0596,0.95433784
806,model_4,0.0343,0.0437963
807,model_4,-0.0838,-0.05536431
808,model_4,0.5552,0.49872383
809,model_4,0.3621,0.36272582
810,model_4,0.4155,0.46282998
811,model_4,0.038,0.05577272
812,model_4,0.1143,0.17202802
813,model_4,0.2364,0.26032063
814,model_4,0.0131,0.05683083
815,model_4,0.0897,0.105050966
816,model_4,-0.1081,-0.07525223
