,model,truevals,predvals
107,XGBoost,0.69,0.6274655
108,XGBoost,0.2662,0.22729011
109,XGBoost,0.1372,0.12947422
110,XGBoost,0.1736,0.1568421
111,XGBoost,0.696,0.6859447
112,XGBoost,0.2744,0.3671456
113,XGBoost,0.1972,0.14080375
114,XGBoost,0.2457,0.21744514
115,XGBoost,0.1107,0.08721451
116,XGBoost,0.3896,0.2159579
117,XGBoost,0.2898,0.15343513
118,XGBoost,-0.0475,0.07830389
119,XGBoost,-0.1115,-0.06392061
120,XGBoost,0.0938,0.24663249
121,XGBoost,0.1639,0.16684955
122,XGBoost,0.6244,0.5048794
123,XGBoost,0.2373,0.2737903
124,XGBoost,0.3146,0.32117498
125,XGBoost,0.2164,0.17101958
126,XGBoost,0.1153,0.1656725
127,XGBoost,0.2167,0.25861514
128,XGBoost,-0.0591,0.006793858
129,XGBoost,0.1402,0.09272769
130,XGBoost,0.1971,0.26314571
131,XGBoost,0.3754,0.43418518
132,XGBoost,0.3665,0.3958525
133,XGBoost,0.7798,0.6179016
134,XGBoost,0.3074,0.2953183
135,XGBoost,0.4226,0.32797098
136,XGBoost,0.0883,0.1141425
137,XGBoost,0.4308,0.47268176
138,XGBoost,0.3496,0.33342713
139,XGBoost,0.8872,0.81089467
140,XGBoost,0.0269,0.13307975
141,XGBoost,0.0201,0.12892127
142,XGBoost,0.0545,0.090521865
143,XGBoost,0.408,0.3835966
144,XGBoost,0.4498,0.38138807
145,XGBoost,0.5567,0.6144762
146,XGBoost,0.1679,0.23990281
147,XGBoost,0.3179,0.23137309
148,XGBoost,0.2809,0.27599552
149,XGBoost,0.0747,0.0774128
150,XGBoost,0.407,0.4235992
151,XGBoost,0.8929,0.7561222
152,XGBoost,0.2375,0.2548447
153,XGBoost,0.0772,0.1403876
154,XGBoost,-0.0934,-0.06480063
155,XGBoost,0.5798,0.49606794
156,XGBoost,0.0314,0.00022364629
157,XGBoost,0.2242,0.28877228
158,XGBoost,0.0061,0.11489708
159,XGBoost,0.3947,0.34396112
160,XGBoost,0.0621,0.09803784
161,XGBoost,0.3024,0.25001392
162,XGBoost,-0.0431,0.038111728
163,XGBoost,0.1099,0.047787078
164,XGBoost,0.1365,0.07964093
165,XGBoost,0.0725,0.11116245
166,XGBoost,-0.0899,-0.088240564
167,XGBoost,0.0829,0.13841784
168,XGBoost,0.1587,0.015549451
169,XGBoost,-0.1932,-0.15428978
170,XGBoost,0.3215,0.34034497
171,XGBoost,0.2174,0.23965059
172,XGBoost,0.1512,0.11757188
173,XGBoost,0.2669,0.33300585
174,XGBoost,0.8352,0.830318
175,XGBoost,0.892,0.7974412
176,XGBoost,-0.0143,0.07057714
177,XGBoost,0.1767,0.17688447
178,XGBoost,0.1139,0.13645053
179,XGBoost,0.6466,0.6373871
180,XGBoost,-0.0505,0.018039862
181,XGBoost,0.7133,0.64947027
182,XGBoost,0.0452,0.0733038
183,XGBoost,-0.1859,-0.09555472
184,XGBoost,0.2571,0.31868973
185,XGBoost,0.2027,0.22501351
186,XGBoost,0.4073,0.32626066
187,XGBoost,0.5139,0.43341464
188,XGBoost,-0.0494,0.03529373
189,XGBoost,0.112,0.14661914
190,XGBoost,0.4012,0.36155984
191,XGBoost,0.3709,0.24487764
192,XGBoost,-0.0446,0.038768034
193,XGBoost,0.6359,0.6181634
194,XGBoost,0.2515,0.18259697
195,XGBoost,0.037,-0.036231752
196,XGBoost,0.1999,0.22369154
197,XGBoost,0.3295,0.24778791
198,XGBoost,0.0831,0.14769368
199,XGBoost,0.0657,0.044608895
200,XGBoost,-0.0492,0.029237783
201,XGBoost,0.1556,0.19599265
202,XGBoost,0.2235,0.27400872
203,XGBoost,0.4035,0.28896293
204,XGBoost,-0.2038,-0.03163317
205,XGBoost,0.3139,0.32648823
206,XGBoost,0.6596,0.6597712
207,XGBoost,0.4091,0.27895528
208,XGBoost,0.0072,0.017885756
209,XGBoost,0.0985,0.17866579
210,XGBoost,-0.0895,0.30432132
211,XGBoost,0.0799,0.22001089
212,XGBoost,0.5198,0.5961399
213,XGBoost,0.1625,0.21779808
214,XGBoost,0.0867,0.21650192
215,XGBoost,0.0994,0.10928289
216,XGBoost,0.3815,0.39655384
217,XGBoost,0.5326,0.5116936
218,XGBoost,0.621,0.45010155
219,XGBoost,0.2191,0.30247644
220,XGBoost,0.1298,0.27802214
221,XGBoost,0.2678,0.1566607
222,XGBoost,0.0903,0.14888349
223,XGBoost,0.3403,0.29588407
224,XGBoost,1.0553,0.96754766
225,XGBoost,0.1953,0.14561793
226,XGBoost,0.4376,0.29569352
227,XGBoost,0.2136,0.13411781
228,XGBoost,0.7193,0.7276051
229,XGBoost,0.5463,0.57896143
230,XGBoost,0.1313,0.030394144
231,XGBoost,0.2144,0.3105463
232,XGBoost,0.0857,0.13484219
233,XGBoost,0.1052,0.14969853
234,XGBoost,0.0242,0.13127844
235,XGBoost,0.1174,0.0952758
236,XGBoost,0.0628,0.23754144
237,XGBoost,0.1227,0.20810586
238,XGBoost,0.068,0.108190745
239,XGBoost,0.4677,0.31523195
240,XGBoost,0.0784,0.22190635
241,XGBoost,0.0617,0.04114241
242,XGBoost,0.0255,0.05104576
243,XGBoost,0.3808,0.4537348
244,XGBoost,0.2358,0.25097343
245,XGBoost,-0.1035,-0.020888714
246,XGBoost,-0.0109,0.1537106
247,XGBoost,0.1382,0.16611385
248,XGBoost,0.2491,0.23923905
249,XGBoost,0.31,0.25783518
250,XGBoost,0.331,0.30306134
251,XGBoost,0.0336,0.014940028
252,XGBoost,0.3975,0.32029834
253,XGBoost,0.3994,0.1864504
254,XGBoost,0.0091,0.097132936
255,XGBoost,0.1408,0.11794664
256,XGBoost,0.4389,0.35124257
257,XGBoost,-0.0265,0.154814
258,XGBoost,0.0209,0.019269975
259,XGBoost,0.1397,0.2034758
260,XGBoost,0.2075,0.18073405
261,XGBoost,0.0072,0.08393694
262,XGBoost,0.1147,0.023739303
263,XGBoost,0.1494,0.08777976
264,XGBoost,0.8995,0.8135866
265,XGBoost,0.4714,0.5154252
266,XGBoost,0.1718,0.12912714
267,XGBoost,0.128,0.014373216
268,XGBoost,0.222,0.22697522
269,XGBoost,0.2756,0.34975633
270,XGBoost,0.7367,0.6671846
271,XGBoost,0.0059,0.08678848
272,XGBoost,0.2641,0.33540753
273,XGBoost,0.2558,0.15438277
274,XGBoost,0.3925,0.37830448
275,XGBoost,0.09,0.25714177
276,XGBoost,0.3312,0.32691997
277,XGBoost,0.0923,0.18724379
278,XGBoost,0.74,0.8058769
279,XGBoost,0.4446,0.45359054
280,XGBoost,0.3847,0.38395533
281,XGBoost,0.1489,0.16830985
282,XGBoost,0.1605,0.19448784
283,XGBoost,0.3687,0.27615315
284,XGBoost,0.2024,0.14182223
285,XGBoost,0.1016,0.1717913
286,XGBoost,0.3067,0.35463738
287,XGBoost,0.2185,0.21545525
288,XGBoost,0.3781,0.30926535
289,XGBoost,0.1113,0.13607144
290,XGBoost,-0.0748,0.06703138
291,XGBoost,0.0462,0.03641593
292,XGBoost,0.1681,0.16997942
293,XGBoost,0.1543,0.20340903
294,XGBoost,0.8037,0.7120561
295,XGBoost,0.395,0.34728187
296,XGBoost,0.8889,0.7314267
297,XGBoost,0.2505,0.27203107
298,XGBoost,0.1992,0.22975844
299,XGBoost,0.2787,0.254703
300,XGBoost,0.1438,0.060458947
301,XGBoost,0.502,0.3393522
302,XGBoost,0.8745,0.73704857
303,XGBoost,0.4289,0.2756517
304,XGBoost,0.0447,0.019350275
305,XGBoost,-0.0261,-0.0050134873
306,XGBoost,0.1399,0.1364761
307,XGBoost,-0.1683,-0.29253092
308,XGBoost,0.0411,0.21153684
309,XGBoost,0.1003,0.10656033
310,XGBoost,0.0585,0.071740456
311,XGBoost,0.1376,0.17047893
312,XGBoost,0.0391,0.08233943
313,XGBoost,0.2753,0.24669847
314,XGBoost,0.0601,0.06376301
315,XGBoost,0.1261,0.06276411
316,XGBoost,0.2749,0.21829362
317,XGBoost,0.1857,0.18515404
318,XGBoost,0.0964,0.17010896
319,XGBoost,0.4942,0.3366563
320,XGBoost,0.2662,0.2925415
321,XGBoost,0.3008,0.2825807
322,XGBoost,0.0856,0.005092735
323,XGBoost,0.1389,0.18299858
324,XGBoost,0.3661,0.33714497
325,XGBoost,0.0594,0.1310731
326,XGBoost,0.3458,0.39511964
327,XGBoost,0.0687,0.08172801
328,XGBoost,0.3593,0.2555624
329,XGBoost,0.137,0.14135182
330,XGBoost,0.1341,0.14937009
331,XGBoost,0.151,0.25002128
332,XGBoost,0.1554,0.21265867
333,XGBoost,0.5598,0.73240465
334,XGBoost,-0.0274,0.24217524
335,XGBoost,0.6533,0.49158528
336,XGBoost,0.2517,0.023468656
337,XGBoost,0.0926,0.11295505
338,XGBoost,-0.0574,0.03420105
339,XGBoost,0.2857,0.2838832
340,XGBoost,0.0515,0.09327799
341,XGBoost,0.3514,0.30296713
342,XGBoost,0.252,0.23243241
343,XGBoost,0.1008,0.12887838
344,XGBoost,0.0225,0.12886292
345,XGBoost,0.0394,0.007198709
346,XGBoost,0.0743,0.10480142
347,XGBoost,0.187,0.15203866
348,XGBoost,-0.0037,-0.02427779
349,XGBoost,0.0697,0.15441784
350,XGBoost,0.0024,0.15511392
351,XGBoost,0.7582,0.7681622
352,XGBoost,-0.0397,0.017660404
353,XGBoost,0.0431,0.39334002
354,XGBoost,0.5601,0.58853906
355,XGBoost,0.2331,0.17031647
356,XGBoost,0.4086,0.35491487
357,XGBoost,0.0462,0.11901019
358,XGBoost,0.6001,0.54462034
359,XGBoost,0.1585,0.19811428
360,XGBoost,0.0796,0.13555901
361,XGBoost,0.172,0.2078555
362,XGBoost,0.1548,0.27069843
363,XGBoost,-0.0393,0.038476426
364,XGBoost,0.1352,0.14551547
365,XGBoost,0.0435,0.026139135
366,XGBoost,0.1,0.15070124
367,XGBoost,0.1049,0.0948192
368,XGBoost,0.1261,0.1110243
369,XGBoost,0.6819,0.6370972
370,XGBoost,0.7945,0.8310276
371,XGBoost,0.3399,0.31551743
372,XGBoost,0.2338,0.21958297
373,XGBoost,0.2269,0.29478645
374,XGBoost,0.5148,0.4909427
375,XGBoost,0.0329,0.056874145
376,XGBoost,0.3382,0.3558603
377,XGBoost,0.1607,0.2441113
378,XGBoost,0.0783,0.11773019
379,XGBoost,0.4299,0.42938796
380,XGBoost,0.3417,0.2617518
381,XGBoost,0.0644,0.07938174
382,XGBoost,0.1874,0.36488366
383,XGBoost,0.4444,0.4274779
384,XGBoost,0.1076,0.1231486
385,XGBoost,0.7568,0.6175685
386,XGBoost,0.7964,0.89357924
387,XGBoost,0.1392,0.104105115
388,XGBoost,0.1921,0.17705135
389,XGBoost,0.4004,0.35541716
390,XGBoost,0.5228,0.5196736
391,XGBoost,0.2043,0.13118309
392,XGBoost,0.0782,0.036130775
393,XGBoost,0.3981,0.2863426
394,XGBoost,0.0923,0.12823996
395,XGBoost,0.1557,0.22275226
396,XGBoost,0.1577,0.2699203
397,XGBoost,0.3898,0.22185126
398,XGBoost,0.4326,0.5355709
399,XGBoost,0.2068,0.2855722
400,XGBoost,-0.0641,-0.06359303
401,XGBoost,0.2673,0.25413236
402,XGBoost,0.2614,0.20360261
403,XGBoost,0.4236,0.48527107
404,XGBoost,0.4216,0.17974298
405,XGBoost,0.0039,-0.03187681
406,XGBoost,0.2115,0.2504676
407,XGBoost,0.3192,0.27449307
408,XGBoost,0.1936,0.14666536
409,XGBoost,0.1521,0.09588668
410,XGBoost,0.9456,0.8774232
411,XGBoost,0.1815,0.035670288
412,XGBoost,0.038,0.08418741
413,XGBoost,0.2374,0.24969742
414,XGBoost,0.1278,0.10766649
415,XGBoost,0.2961,0.17264636
416,XGBoost,0.3698,0.40686852
417,XGBoost,0.0429,-0.023930382
418,XGBoost,0.1916,0.203889
419,XGBoost,0.7071,0.70380497
420,XGBoost,0.1587,0.21238454
421,XGBoost,0.0935,0.097732924
422,XGBoost,0.3822,0.42355725
423,XGBoost,0.4384,0.2576476
424,XGBoost,0.2496,0.26768878
425,XGBoost,0.0946,0.0726853
426,XGBoost,0.1308,0.061280686
427,XGBoost,-0.0099,0.055880502
428,XGBoost,0.1972,0.1968748
429,XGBoost,0.157,0.18159795
430,XGBoost,0.2671,0.12485643
431,XGBoost,0.1013,0.04935926
432,XGBoost,0.0989,0.24049643
433,XGBoost,0.0766,0.2499752
434,XGBoost,0.1012,0.11474846
435,XGBoost,0.2133,0.21570748
436,XGBoost,0.0708,0.043409593
437,XGBoost,0.0181,0.076181136
438,XGBoost,0.0122,0.091906786
439,XGBoost,0.2103,0.24213666
440,XGBoost,0.1885,0.23431273
441,XGBoost,-0.0396,-0.04359839
442,XGBoost,0.0187,0.029970335
443,XGBoost,0.1929,0.09438719
444,XGBoost,0.1387,0.11208664
445,XGBoost,0.0165,0.046056967
446,XGBoost,0.2901,0.27299958
447,XGBoost,0.0601,0.086766586
448,XGBoost,0.5366,0.4072081
449,XGBoost,0.1732,0.1665966
450,XGBoost,0.0193,0.0102613615
451,XGBoost,-0.1786,-0.0783374
452,XGBoost,0.2832,0.17363968
453,XGBoost,0.4806,0.40730056
454,XGBoost,0.6522,0.7149709
455,XGBoost,0.1207,0.18200819
456,XGBoost,0.3049,0.24987113
457,XGBoost,0.2049,0.2666827
458,XGBoost,0.1401,0.10362424
459,XGBoost,0.683,0.6424194
460,XGBoost,0.0571,0.09809044
461,XGBoost,0.6791,0.7082952
462,XGBoost,0.0824,0.15543081
463,XGBoost,0.0552,0.06829031
464,XGBoost,-0.0671,0.01652676
465,XGBoost,0.0288,0.07483167
466,XGBoost,0.1335,0.11989544
467,XGBoost,0.0382,0.08191229
468,XGBoost,0.4276,0.36043325
469,XGBoost,-0.0289,0.1242157
470,XGBoost,0.2181,0.19800796
471,XGBoost,0.0106,0.02675075
472,XGBoost,-0.1842,-0.12444891
473,XGBoost,0.01,0.058453713
474,XGBoost,0.2519,0.2743318
475,XGBoost,0.5574,0.43673638
476,XGBoost,0.471,0.38358584
477,XGBoost,0.5793,0.571653
478,XGBoost,0.0751,0.072149925
479,XGBoost,0.0549,0.04607484
480,XGBoost,-0.1231,-0.08027502
481,XGBoost,0.3804,0.31589156
482,XGBoost,0.2664,0.3268729
483,XGBoost,0.031,0.13544732
484,XGBoost,0.0874,0.08632062
485,XGBoost,0.3037,0.37641686
486,XGBoost,0.3791,0.26293632
487,XGBoost,0.2324,0.23802355
488,XGBoost,0.3635,0.36563924
489,XGBoost,0.395,0.4186665
490,XGBoost,0.0645,0.07058608
491,XGBoost,0.0271,0.15027165
492,XGBoost,0.2627,0.24392162
493,XGBoost,0.0887,0.19636776
494,XGBoost,0.2047,0.091479205
495,XGBoost,0.034,0.01412651
496,XGBoost,0.3421,0.30183595
497,XGBoost,0.3269,0.33190677
498,XGBoost,-0.006,-0.020421648
499,XGBoost,0.2316,0.24023552
500,XGBoost,0.2071,0.21371615
501,XGBoost,0.5018,0.34596896
502,XGBoost,0.3524,0.4301041
503,XGBoost,0.451,0.37654236
504,XGBoost,0.4261,0.33879519
505,XGBoost,0.1756,0.12982021
506,XGBoost,0.2647,0.10317248
507,XGBoost,0.3887,0.37202185
508,XGBoost,0.1819,0.22117357
509,XGBoost,0.2084,0.11458544
510,XGBoost,-0.0771,0.029714273
511,XGBoost,0.0167,0.04392874
512,XGBoost,0.1493,0.12040828
513,XGBoost,0.1321,0.21191391
514,XGBoost,0.2606,0.22584176
515,XGBoost,0.3859,0.327868
516,XGBoost,0.3265,0.2999762
517,XGBoost,0.1341,0.140779
518,XGBoost,0.0887,0.1331523
519,XGBoost,0.3338,0.2788367
520,XGBoost,0.1151,0.13823514
521,XGBoost,0.1444,0.22177702
522,XGBoost,0.1779,0.17534608
523,XGBoost,-0.0053,0.061871853
524,XGBoost,0.3247,0.24604541
525,XGBoost,0.8948,0.92469126
526,XGBoost,0.2932,0.22226195
527,XGBoost,0.0862,0.20481321
528,XGBoost,0.5758,0.66395617
529,XGBoost,0.0271,0.08170261
530,XGBoost,0.1548,0.13097088
531,XGBoost,0.1415,0.30497867
532,XGBoost,0.1234,0.073754996
533,XGBoost,0.1187,0.049600482
534,XGBoost,0.0769,0.13742433
535,XGBoost,0.0464,0.040221553
536,XGBoost,0.1216,0.118665665
537,XGBoost,0.3501,0.34527135
538,XGBoost,0.216,0.20961577
539,XGBoost,0.439,0.4228767
540,XGBoost,0.307,0.26165363
541,XGBoost,0.3651,0.3778673
542,XGBoost,0.3807,0.42863402
543,XGBoost,-0.1916,-0.14973982
544,XGBoost,0.1908,0.18383747
545,XGBoost,-0.0462,0.07855801
546,XGBoost,-0.0505,0.06008201
547,XGBoost,0.4435,0.42864966
548,XGBoost,0.5313,0.39204746
549,XGBoost,0.0167,0.07760842
550,XGBoost,0.0434,0.025220403
551,XGBoost,0.1337,0.10842103
552,XGBoost,0.969,0.74131906
553,XGBoost,0.2204,0.20199877
554,XGBoost,0.1229,0.18885362
555,XGBoost,-0.0462,-0.021744642
556,XGBoost,0.0578,0.09474644
557,XGBoost,0.3519,0.28075567
558,XGBoost,0.9655,0.93136406
559,XGBoost,-0.0981,-0.04738252
560,XGBoost,0.1246,0.103279464
561,XGBoost,0.7556,0.7602487
562,XGBoost,0.4195,0.43355107
563,XGBoost,-0.0871,-0.07917336
564,XGBoost,0.2512,0.2184146
565,XGBoost,0.1583,0.099054694
566,XGBoost,0.3908,0.39299864
567,XGBoost,0.2208,0.2695094
568,XGBoost,0.0368,0.10878051
569,XGBoost,0.3757,0.39169332
570,XGBoost,0.0815,0.1597891
571,XGBoost,0.1276,0.07570309
572,XGBoost,0.3034,0.28619626
573,XGBoost,0.6166,0.6115148
574,XGBoost,0.0655,0.09747098
575,XGBoost,0.0029,0.025930548
576,XGBoost,0.4797,0.2902563
577,XGBoost,0.2118,0.16326146
578,XGBoost,0.1921,0.2710405
579,XGBoost,0.332,0.26793173
580,XGBoost,0.4133,0.33339986
581,XGBoost,0.7797,0.7557974
582,XGBoost,0.1041,0.09950999
583,XGBoost,0.2709,0.22173542
584,XGBoost,-0.0555,-0.056028716
585,XGBoost,0.1385,0.16631728
586,XGBoost,0.0562,0.08983267
587,XGBoost,0.2844,0.23839547
588,XGBoost,0.2881,0.2709356
589,XGBoost,0.1092,0.07742353
590,XGBoost,0.5503,0.514169
591,XGBoost,0.2216,0.21908621
592,XGBoost,0.2046,0.13019224
593,XGBoost,0.406,0.3336019
594,XGBoost,0.7724,0.7707095
595,XGBoost,0.1091,0.09817508
596,XGBoost,0.6962,0.66376114
597,XGBoost,-0.0485,0.029223604
598,XGBoost,-0.0599,0.06538161
599,XGBoost,-0.076,0.1736445
600,XGBoost,0.1179,0.103396654
601,XGBoost,0.5081,0.465423
602,XGBoost,0.3315,0.29169917
603,XGBoost,0.2623,0.24424957
604,XGBoost,0.1938,0.2126486
605,XGBoost,0.314,0.33130822
606,XGBoost,-0.0801,-0.16930321
607,XGBoost,0.1009,0.0055105137
608,XGBoost,0.3551,0.45274422
609,XGBoost,0.153,0.094953746
610,XGBoost,0.2559,0.26336363
611,XGBoost,0.2024,0.214263
612,XGBoost,0.03,0.12153462
613,XGBoost,0.2319,0.20308065
614,XGBoost,0.0034,0.034178592
615,XGBoost,0.0206,0.10255829
616,XGBoost,0.1494,0.16517669
617,XGBoost,0.8532,0.7798272
618,XGBoost,-0.0564,0.034460697
619,XGBoost,-0.0499,-0.015960809
620,XGBoost,1.1149,0.9326024
621,XGBoost,-0.0019,0.13754939
622,XGBoost,0.3064,0.25864968
623,XGBoost,-0.0339,0.013275651
624,XGBoost,0.3182,0.30699012
625,XGBoost,0.2744,0.23760162
626,XGBoost,0.4154,0.38251853
627,XGBoost,0.1947,0.21367705
628,XGBoost,0.0489,0.12155265
629,XGBoost,0.0224,-0.052711505
630,XGBoost,0.0982,0.116971366
631,XGBoost,0.0544,0.104872815
632,XGBoost,0.2342,0.23213825
633,XGBoost,0.4862,0.57400453
634,XGBoost,0.3874,0.420004
635,XGBoost,0.0772,0.16101868
636,XGBoost,0.0587,0.124474935
637,XGBoost,0.5955,0.57004803
638,XGBoost,0.1503,0.07455463
639,XGBoost,0.172,0.04042783
640,XGBoost,0.0931,0.13202925
641,XGBoost,0.2157,0.20958905
642,XGBoost,0.2849,0.2883913
643,XGBoost,0.4719,0.5506471
644,XGBoost,0.4176,0.26688296
645,XGBoost,0.4579,0.42257977
646,XGBoost,0.4159,0.41763654
647,XGBoost,0.8342,0.83669317
648,XGBoost,0.0905,0.1218511
649,XGBoost,0.6247,0.5349064
650,XGBoost,0.3393,0.2985439
651,XGBoost,0.6266,0.6302445
652,XGBoost,0.5577,0.48776373
653,XGBoost,0.2399,0.23592162
654,XGBoost,0.2094,0.24601415
655,XGBoost,0.1543,0.19632386
656,XGBoost,0.7775,0.8851035
657,XGBoost,0.2499,0.22076227
658,XGBoost,-0.0878,-0.12696517
659,XGBoost,0.4701,0.38700166
660,XGBoost,0.4016,0.27318195
661,XGBoost,0.0427,0.0436521
662,XGBoost,-0.1047,0.04797142
663,XGBoost,0.2577,0.13527112
664,XGBoost,0.4925,0.48692003
665,XGBoost,0.1066,0.13117094
666,XGBoost,0.3636,0.23349118
667,XGBoost,-0.0344,0.27681196
668,XGBoost,0.1362,0.28204837
669,XGBoost,0.2301,0.28772193
670,XGBoost,0.7444,0.6586648
671,XGBoost,0.2985,0.27685985
672,XGBoost,0.5036,0.46756604
673,XGBoost,-0.0446,0.17411287
674,XGBoost,0.2211,0.23306796
675,XGBoost,0.2122,0.22986649
676,XGBoost,0.3038,0.36592415
677,XGBoost,0.2825,0.148123
678,XGBoost,0.169,0.15135695
679,XGBoost,0.3098,0.31857264
680,XGBoost,0.1704,0.17730364
681,XGBoost,0.2319,0.24620134
682,XGBoost,0.0874,0.14222133
683,XGBoost,0.4624,0.36359635
684,XGBoost,0.0298,0.07341404
685,XGBoost,0.1836,0.14912097
686,XGBoost,0.2052,0.19554287
687,XGBoost,0.3052,0.22007695
688,XGBoost,0.0353,0.008592709
689,XGBoost,0.3946,0.28150317
690,XGBoost,0.1838,0.10674709
691,XGBoost,-0.0284,0.08461075
692,XGBoost,0.1889,0.2272276
693,XGBoost,0.2465,0.23778544
694,XGBoost,0.3971,0.34831628
695,XGBoost,-0.0124,0.06145542
696,XGBoost,0.1483,0.11300607
697,XGBoost,0.3929,0.43220785
698,XGBoost,0.0385,0.025889741
699,XGBoost,0.7409,0.7204248
700,XGBoost,0.4319,0.33560497
701,XGBoost,0.3547,0.2677361
702,XGBoost,0.4181,0.1521465
703,XGBoost,0.0931,0.1884649
704,XGBoost,0.2301,0.24040435
705,XGBoost,0.5099,0.47206172
706,XGBoost,0.1069,0.21241097
707,XGBoost,0.1407,0.234237
708,XGBoost,0.0037,0.06105129
709,XGBoost,0.4797,0.5091906
710,XGBoost,0.3761,0.24895957
711,XGBoost,0.2996,0.19909328
712,XGBoost,0.7375,0.69380206
713,XGBoost,0.0485,0.1174822
714,XGBoost,0.4683,0.26785392
715,XGBoost,0.3488,0.26100445
716,XGBoost,0.1223,0.19012056
717,XGBoost,0.0192,0.025923295
718,XGBoost,0.1933,0.1492394
719,XGBoost,0.2714,0.31855646
720,XGBoost,0.2649,0.23967499
721,XGBoost,0.0531,0.018686043
722,XGBoost,0.6831,0.69086605
723,XGBoost,0.2859,0.15361646
724,XGBoost,0.6383,0.5797791
725,XGBoost,0.6986,0.6916598
726,XGBoost,0.1041,0.05601912
727,XGBoost,0.8284,0.72521055
728,XGBoost,0.2697,0.32905835
729,XGBoost,-0.0009,0.0017771609
730,XGBoost,0.6451,0.61698407
731,XGBoost,0.284,0.2978
732,XGBoost,0.128,0.17780976
